frame_id,review_id,window_id,target_seconds,source_seconds,width,height,image_path,image_sha256,source,source_sha256
R3-14_t25,R3-14,jiufu_4f7144680fca9d_first30,25,25.025,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-14_t25.png,f6d43b5883e0671cfc461a1260ddceaaefce8a9474bc45da728df154894768ad,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134435-583.MP4,669d0f1fdbb08315f1d5f6d28184f079b0748106c62f52bf30e8bfe4712dc1d7
R3-22_t00,R3-22,jiufu_bd77cfa7950eaa_first30,0,0.0,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-22_t00.png,273056b483920000092515bfb0f138fe393090c7ef382745bc3638a7cd4c2051,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_bd77cfa7950eaa_first30\frames\frame_000000.jpg,4a5c12b95cb7ee42a066fe1eae1567720b8f43d6ddd61851c6ac4c43a04712ea
R3-22_t05,R3-22,jiufu_bd77cfa7950eaa_first30,5,4.903333333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-22_t05.png,2947a48f0209c10b48713d2b63e329fa0f93dd0d62bcd6b975b0004fa2f04179,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_bd77cfa7950eaa_first30\frames\frame_000043.jpg,458bc054393aa3b38e6e0bad7ba8b306fbfdc76f636c8e60e105a75006f488c8
R3-22_t10,R3-22,jiufu_bd77cfa7950eaa_first30,10,9.991666666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-22_t10.png,4b0fb7c79751219a6682fa06c2976180036d3cd23ffd2ad2daec15252018a17a,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_bd77cfa7950eaa_first30\frames\frame_000087.jpg,20e1d658263092b01458808dd9fdc36cb07de2c2b01a54d3116a494b2598df5b
R3-22_t15,R3-22,jiufu_bd77cfa7950eaa_first30,15,14.983333333333334,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-22_t15.png,c5d12717353bfe381f92550cd551a66edf25c85b964d4db661fd9a5d2d19ff1e,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_bd77cfa7950eaa_first30\frames\frame_000130.jpg,112590028be6d8a11dfcff355e7721a632a7708d94baf0e239f8521781dbec87
R3-22_t20,R3-22,jiufu_bd77cfa7950eaa_first30,20,20.09166666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-22_t20.png,52e3ea6eb1de7f294c3c5376368b3e9e33b57fcc1a6ac59e3a98e3ee3ed86996,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_bd77cfa7950eaa_first30\frames\frame_000174.jpg,08f2fab60e7d5116a236f94f2806ec6f927963e0ab309b4c5224aced20e1d373
R3-22_t25,R3-22,jiufu_bd77cfa7950eaa_first30,25,24.89,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-22_t25.png,e557401cfcd249deee49237f452a196d70623e5588f764ece9812741b3a47431,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_bd77cfa7950eaa_first30\frames\frame_000217.jpg,00f02a25520b7aacec76eb426409e55079cea97027c94d40e54dc37d496392d2
R3-23_t00,R3-23,jiufu_cc60214ff2d564_first30,0,0.0,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-23_t00.png,67a42ae8fe3c6cf1429d62025ef913277e0a2ac9ef69ddbc48405936a0d3fb0f,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_cc60214ff2d564_first30\frames\frame_000000.jpg,460223278a5a55ccd82622284db2a2003e3d0ddbc5a14c284c5e49d6e4460cbf
R3-23_t05,R3-23,jiufu_cc60214ff2d564_first30,5,4.928333333333334,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-23_t05.png,0ff59aaff33fa7a751f52c372607578a9f6f0003d59e37cc453c3f24cb3aa0eb,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_cc60214ff2d564_first30\frames\frame_000043.jpg,cda21c24dbeb4d0adf49dace910c10011794d1072e3f3c2cfa2fbd7fa779aadc
R3-23_t10,R3-23,jiufu_cc60214ff2d564_first30,10,9.94,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-23_t10.png,839c7a74a0d0ccc1552e835e8a196ac3b01a78de782f56c451b809c3bbc34f20,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_cc60214ff2d564_first30\frames\frame_000087.jpg,a72c57199a10c501de07e9902349a74fafcaaddbf6c696facce0756fca084bd6
R3-23_t15,R3-23,jiufu_cc60214ff2d564_first30,15,14.883333333333336,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-23_t15.png,b6f0f4b35a1abfaa8a1ed158492be8cfa9d274c7e8ea6121681803a67cf27f89,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_cc60214ff2d564_first30\frames\frame_000130.jpg,9ed905146988086f7852e9653d9e542796c922206476c37f3c7fdda35a209e11
R3-23_t20,R3-23,jiufu_cc60214ff2d564_first30,20,19.988333333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-23_t20.png,59f5901756bd6d410905352f974a090e639e9fca1291bdb6bbeb574a00e14b77,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_cc60214ff2d564_first30\frames\frame_000174.jpg,d102bd45191676f84274af0d79b0ebe35796b97f4c705107bacdc698061866f0
R3-23_t25,R3-23,jiufu_cc60214ff2d564_first30,25,24.99833333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-23_t25.png,d20736e3350d654fe4d9916464f5977acdf0ac836b9a7385839e228dd46d4f20,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_cc60214ff2d564_first30\frames\frame_000217.jpg,50b2733b05fcd1fd3857e11ea61fb63e1ae6317e9aeb33d82a62da717c3372e2
R3-24_t00,R3-24,jiufu_55441b4c6fe974_first30,0,0.0,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-24_t00.png,bc17ae1c4b9ab55576db7c22c48e9d7cd638e74194e73c4d366e598718f3171c,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_55441b4c6fe974_first30\frames\frame_000000.jpg,ce540ab8bd9cce27f617caab156e884c93d922d97c1b02f86f1fe9e38f350cc2
R3-24_t05,R3-24,jiufu_55441b4c6fe974_first30,5,4.903333333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-24_t05.png,c48eaee3375a654f6175d99d1ff256bd073ec72416ee7cf9088c8255d9fa7862,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_55441b4c6fe974_first30\frames\frame_000043.jpg,c23b90c63859c96ebeb23e074a6eecb5497830538cc4aabcd0b5011cd4b78b5f
R3-24_t10,R3-24,jiufu_55441b4c6fe974_first30,10,10.026666666666667,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-24_t10.png,fa89f692073895f9c305ec9213e584262ca2d4187e26bee9b46412ea756d4407,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_55441b4c6fe974_first30\frames\frame_000087.jpg,829700d8ed1b69c7d2b4262223e5431dcee2ef8d084ec5cc9e9b64f201baac12
R3-24_t15,R3-24,jiufu_55441b4c6fe974_first30,15,14.916666666666668,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-24_t15.png,4a40b867530a1ecdff721368c630148eb8151967271bdbafdc8167fa52c299f0,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_55441b4c6fe974_first30\frames\frame_000130.jpg,20fb1e8a18ec4a5ee4507a8be2b99a9d382847f23d0ffc01a7de49b9c34960ee
R3-24_t20,R3-24,jiufu_55441b4c6fe974_first30,20,20.0,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-24_t20.png,6c9404c0aceee3d5db3903403f16d04ff0c14880c3b233f08fe7433b402eee83,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_55441b4c6fe974_first30\frames\frame_000174.jpg,d0cb2c4735047bfcc76b8de3f548c0b433ddeb68f9006147d3f68df953490d4b
R3-24_t25,R3-24,jiufu_55441b4c6fe974_first30,25,24.85333333333333,1080,1440,E:\real\use_code\yoloV8\Experiment\04_跨牧场机制补强\20260922_pose_phase_v1\frames\R3-24_t25.png,c505517a7a140b3b42e143f89a5cddf53136b4611a1b1faba97f7337db2d6c11,E:\real\use_code\yoloV8\Experiment\02_冻结独立测试\external_transfer\20260914_v2\windows\jiufu_55441b4c6fe974_first30\frames\frame_000217.jpg,ca54ea62b661f9b48e1ca70d99c0c2d53713a669ec05d8c74b195ee253ff97ee
