cohort,video_id,input_temperature_csv,input_sha256,image_dir,frames,duration_seconds,duration_source,truth_count,truth_rr_bpm,legacy_truth_rr_bpm,include_primary,reference_reliability,historical_predicted_count,cluster_id,cluster_basis,raw_source_path,exposure,roi_radius
internal73,ns211003,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns211003.csv,bc2563580fb3008af0be8e7933f44b80f724f1079e739250c34ae1d140e08a14,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211003,115,13.0,frozen_window_metadata,9,41.53846153846154,42.0,True,legacy_manual,9,source_8ef9480a87f9,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T074647n211003\20230806T074647n211003.MP4,development,20
internal73,ns211013,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns211013.csv,9346d6aa01a341af2bd21f959931a671572363053af0b855abf6236c4eda6ef9,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211013,62,7.0,frozen_window_metadata,10,85.71428571428571,86.0,True,legacy_manual,9,source_b8a33b6562bb,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T083322n211013\20230806T083322n211013.MP4,development,20
internal73,ns211030,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns211030.csv,464a2beb8d4122bf5aeb1fa167b6a865a3b5a3fb31fd30bb21d29a8fec9772ea,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211030,116,13.0,frozen_window_metadata,11,50.76923076923077,51.0,True,legacy_manual,10,source_a03c99d2d8da,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T073349n211030\20230806T073349n211030.MP4,development,20
internal73,ns211095,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns211095.csv,4b8ef52586934f3a0166c4ae5bf2c82f6354a4fe2a5de6107d9aaa7f16ad2c3f,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211095,97,11.0,frozen_window_metadata,10,54.54545454545455,55.0,True,legacy_manual,10,source_f16155d85298,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806新产牛\20230806T082655n211095\20230806T082655n211095.MP4,development,20
internal73,ns211117,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns211117.csv,c4d73985574c6bd7fce8221decc5e1ad75d9c7bbd6eb788d0fed5a1ee700717a,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211117,81,9.0,frozen_window_metadata,11,73.33333333333333,73.33333333,True,legacy_manual,11,source_14e85610d007,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073445n211117\20230807T073445n211117.MP4,development,20
internal73,ns211146,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns211146.csv,b2e44560ce66e7155dce97e29466cde8fb05f0054dedd7c1acb39f8a64f7b718,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211146,81,9.0,frozen_window_metadata,10,66.66666666666667,66.66666667,True,legacy_manual,10,source_54b3a192ee38,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073713n211146\20230807T073713n211146.MP4,development,20
internal73,ns211154,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns211154.csv,bdc99da59fd63a5adc7e5dae8b0aad1b31760b371b839c779c806ec9dcf1b53a,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns211154,117,13.0,frozen_window_metadata,10,46.15384615384615,46.15384615,True,legacy_manual,11,source_75cfbabe8b35,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T073016n211154\20230807T073016n211154.MP4,development,20
internal73,ns5364,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\ns5364.csv,29243eac2272f15a2ead02152094ea28a85e5e3db2a3c4b09f8b97dc9e057254,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\ns5364,88,10.0,frozen_window_metadata,9,54.0,54.0,True,legacy_manual,9,source_550c7c583919,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍新产牛\20230807T064447n5364\20230807T064447n5364.MP4,development,20
internal73,zs16110159,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs16110159.csv,5cfd9066348e6d96c467bdd4120ec8ead71a2e62791903d9275df14954719185,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs16110159,123,14.0,frozen_window_metadata,10,42.857142857142854,42.85714286,True,legacy_manual,10,source_c41df86cf210,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B二舍正常0938\20230807T093318n16110159\20230807T093318n16110159.MP4,development,20
internal73,zs16110577,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs16110577.csv,8cd55dcdf730c49ad29d30e185b764596aa94720bfa234806b8ce1720a845218,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs16110577,71,8.0,frozen_window_metadata,6,45.0,45.0,True,legacy_manual,6,source_2060783f061a,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T100418n16110577\20230806T100418n16110577.MP4,development,20
internal73,zs170053,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs170053.csv,2d2229c357cec89ccc3e62582acb93096e09c4815bf4d884e3a50d7d1c7e0b71,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170053,114,13.0,frozen_window_metadata,10,46.15384615384615,46.15384615,True,legacy_manual,10,source_8b79874dfb72,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B二舍正常0938\20230807T094302n170053\20230807T094302n170053.MP4,development,20
internal73,zs170065,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs170065.csv,dc64c51c1bf9be3081156e3046bff58868906bbd492974464d4d45330666219b,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170065,115,13.0,frozen_window_metadata,10,46.15384615384615,46.15384615,True,legacy_manual,10,source_391595d22bd6,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B二舍正常0938\20230807T094634n170065\20230807T094634n170065.MP4,development,20
internal73,zs170236,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs170236.csv,bc0b0fa419aab39243c08b12ede45912f6bdac374e33b1c08348d58f145fe524,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170236,106,12.0,frozen_window_metadata,10,50.0,50.0,True,legacy_manual,10,source_bb8d2c12d1ec,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103306n170236\20230806T103306n170236.MP4,development,20
internal73,zs170416,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs170416.csv,20bbaa21bc5ab980abf6f038e9ab3cf31adca9b34b593f1a573f1441f3b4bcea,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170416,122,14.0,frozen_window_metadata,10,42.857142857142854,43.0,True,legacy_manual,9,source_790c099e19c0,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103825n170416\20230806T103825n170416.MP4,development,20
internal73,zs170419,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs170419.csv,6668e81b4a6a7e59c409c32c1f453ca59c6174e79eae7d97c8ea95c965de6c1b,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170419,143,16.0,frozen_window_metadata,10,37.5,38.0,True,legacy_manual,10,source_e2d129a52100,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T104144n170419\20230806T104144n170419.MP4,development,20
internal73,zs170554,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs170554.csv,79ff68fe83c20c6d1f7349b2a4fbaefa18a2c730f177fb91b2dd911d1b11688c,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs170554,114,13.0,frozen_window_metadata,10,46.15384615384615,46.0,True,legacy_manual,10,source_2d5d4512bc77,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101929n170554\20230806T101929n170554.MP4,development,20
internal73,zs179187,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs179187.csv,2b17341ee560de30f1282d692ffab69e6d0721e5db468b382a48cb28bdb0346e,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs179187,132,15.0,frozen_window_metadata,10,40.0,40.0,True,legacy_manual,10,source_3c394bed0b80,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B二舍正常0938\20230807T093848n179187\20230807T093848n179187.MP4,development,20
internal73,zs190621,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs190621.csv,40511f80236044de51f4602d60e568dd848ce4979bd1ab1ac08ea15ee4f9f7c7,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs190621,89,10.0,frozen_window_metadata,9,54.0,54.0,True,legacy_manual,8,source_6cb95623457f,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T102337n190621\20230806T102337n190621.MP4,development,20
internal73,zs197000,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs197000.csv,2032df1534482364d2290073adfb66bbc61090e0172b8a726550073a69634ec3,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs197000,107,12.0,frozen_window_metadata,10,50.0,50.0,True,legacy_manual,10,source_f95c91e08ded,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101554n197000\20230806T101554n197000.MP4,development,20
internal73,zs200751,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs200751.csv,8dd95a579cd0ff592f9cb52b83a88e9829f64ad2337fdbb1799ee53660d84572,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs200751,87,10.0,frozen_window_metadata,11,66.0,66.0,True,legacy_manual,11,source_db1f804c0909,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T095917n200751\20230806T095917n200751.MP4,development,20
internal73,zs200783,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs200783.csv,343e40cf38e682f4cd291cf3374f2a12bd02c8f4f63f8adfe65bea345d28fb0b,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs200783,140,16.0,frozen_window_metadata,10,37.5,38.0,True,legacy_manual,11,source_2c8f1bde94ca,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T101001n200783\20230806T101001n200783.MP4,development,20
internal73,zs200796,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs200796.csv,2ad025245e3d296eb472440855ddcc1869ab2da78e3b9c0d2a04cf54f19920d3,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs200796,108,12.0,frozen_window_metadata,10,50.0,50.0,True,legacy_manual,11,source_4971393c7b6c,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T103535n200796\20230806T103535n200796.MP4,development,20
internal73,zs211062,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\internal73\zs211062.csv,bf63c01cefe5c3e38ff2723527fe5c360cb812cf014bc04c35f0d9d850e9ce87,E:\real\use_code\yoloV8\Dataset_new\72video\al_images\zs211062,140,16.0,frozen_window_metadata,10,37.5,38.0,True,legacy_manual,10,source_e6cbe5a5e18a,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B0806正常\20230806T102804n211062\20230806T102804n211062.MP4,development,20
anchored49,16170075,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\16170075.csv,bac1b0f20b52948ccd10611852ab3909bb04ac9031799e6abcd5d8faf8a4d696,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\16170075,260,30.05393034825871,frozen_window_metadata,27,53.90309956893412,53.90309956893412,True,completed,27,source_d070ccee03a2,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163542n16170075\20230805T163542n16170075.MP4,development,20
anchored49,170272,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\170272.csv,1ada003b6d970ad1ecb576e79fcb2a41e1d9fdddbef90e2bb397c817f50cd38e,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\170272,261,30.017849344978167,frozen_window_metadata,24,47.97145802988396,47.97145802988396,True,completed,26,source_a00e16b0299d,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T162420n170272\20230805T162420n170272.MP4,development,20
anchored49,170333,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\170333.csv,14e20f5f7d0e358a40a604ac8fe8fd2ca631d0d9bfc4f26b6705081d98236cd6,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\170333,260,30.042281382880383,frozen_window_metadata,19,37.946518956767044,37.94651895676704,True,completed,20,source_f7578df41d28,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T173428n170333\20230805T173428n170333.MP4,development,20
anchored49,170334,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\170334.csv,22c029ca7feac19e8273aa058e1af23c07bcdf4f02a00e503a780d12c51c054e,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\170334,258,29.95859838274933,frozen_window_metadata,15,30.04145883267474,30.04145883267474,True,completed,18,source_21ee784cc1b6,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T164143n170334\20230805T164143n170334.MP4,development,20
anchored49,177395,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\177395.csv,4b56f6a7b3775cd4cc996421b3a9561359ad2dba02db2d8d57246ea80b704f9a,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\177395,259,29.998069276741063,frozen_window_metadata,35,70.00450531088781,70.00450531088781,True,completed,35,source_70cedf09ae50,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T172615n177395哆嗦\20230805T172615n177395哆嗦.MP4,development,20
anchored49,190546,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\190546.csv,11dd67642ef8069248433980c0f30673b44b600d0ce47abff036046dd0cbafbb,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\190546,260,30.01181962653953,frozen_window_metadata,20,39.98424670454959,39.98424670454959,False,uncertain,23,source_a802b65daed4,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171734n190546\20230805T171734n190546.MP4,development,20
anchored49,190588,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\190588.csv,9566ffd516bf7973c92114a6395b8ec615aecb5a72a26ea832c3f2010a4021fe,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\190588,259,29.959285236022765,frozen_window_metadata,23,46.06251414638894,46.06251414638894,True,completed,23,source_84e533641218,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T164945n190588\20230805T164945n190588.MP4,development,20
anchored49,196434,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\196434.csv,62fde6c8364894adabb77e25b7679331c26150f49512adfe32694d45d7c580fd,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\196434,258,30.04580009847366,frozen_window_metadata,15,29.95426971657581,29.95426971657581,True,completed,15,source_47fd3c9e5b8a,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T173827n196434\20230805T173827n196434.MP4,development,20
anchored49,200713,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\200713.csv,d830424ef3c508d695ffd7b8903afddbd0b74d6cfbce269860742098d84d3298,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\200713,259,29.975560789591743,frozen_window_metadata,17,34.02772035391475,34.02772035391475,True,completed,18,source_f96c6a9f60a1,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T160920n200713\20230805T160920n200713.MP4,development,20
anchored49,200718,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\200718.csv,5a5b5e1efd95285040b9b8bc53ebd52311ddd05c0efd41942067a1f82690c6aa,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\200718,260,30.05568670847165,frozen_window_metadata,17,33.937005329260955,33.937005329260955,True,completed,18,source_d2d6ccd57b09,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T160223n200718\20230805T160223n200718.MP4,development,20
anchored49,210989,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\210989.csv,4d09ee0ffbacf1c81e6838b557a1b77ae615453ea992426f2b5212f352e7cc08,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\210989,260,30.03784545967288,frozen_window_metadata,18,35.95464266736265,35.95464266736265,True,completed,19,source_809362945179,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T170919n210989\20230805T170919n210989.MP4,development,20
anchored49,211056,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\211056.csv,fd5cbc66207fd5e60519d07f15b24afd9a3950fa325ff19ec0ea0bfe5a7cbfba,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\211056,261,29.96526048714479,frozen_window_metadata,26,52.06028496462582,52.06028496462582,True,completed,25,source_8c9317db9782,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T163001n211056\20230805T163001n211056.MP4,development,20
anchored49,211070,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\211070.csv,8ebe7e651e3c2f93761c10e63265e4d8b064e34dc058041f159f88b3478a0d53,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\211070,262,29.952793167128345,frozen_window_metadata,24,48.07564997244818,48.07564997244818,False,uncertain,25,source_1d9b491543db,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0805\B1号舍泌乳牛下午0805时间405挤奶之后进食\20230805T171538n211070\20230805T171538n211070.MP4,development,20
anchored49,ba170296,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ba170296.csv,00f5d39d4e80dd5ec52fa7988b6b46f01086fed209e533414f22a8ea504f8d39,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ba170296,260,30.01586849106804,frozen_window_metadata,17,33.98202521787854,33.98202521787854,True,completed,18,source_cbcfd5bce3eb,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T173354n170296\20230806T173354n170296.MP4,development,20
anchored49,ba177610,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ba177610.csv,387209a325294449106d7ae827f65fa9b56e9359a3b01d25dc6a72ecb06262be,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ba177610,257,29.973055245535715,frozen_window_metadata,22,44.039554499423446,44.039554499423446,True,completed,23,source_6ed734ea7532,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T172949n177610\20230806T172949n177610.MP4,development,20
anchored49,ba455,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ba455.csv,58a41feae6f90ddd31102973d240e22211714de9c1d07690914b48d15ed5479c,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ba455,260,29.98958863443596,frozen_window_metadata,26,52.01805263206273,52.01805263206273,True,completed,29,source_1dbdc1c88caf,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T094403n455\20230806T094403n455.MP4,development,20
anchored49,ba6516,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\ba6516.csv,b8f388645799acb025bd53fb844d5d0cb510ae7d2b56209580fc02f352f9e77b,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\ba6516,260,30.01400938967136,frozen_window_metadata,21,41.980396009125,41.980396009125,True,completed,24,source_c1cd9f4e3500,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806下午\20230806T172609n6516\20230806T172609n6516.MP4,development,20
anchored49,bs0514,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs0514.csv,52d929a255b0f22d00643f7877586577ca7d580b49ceb8eb649245001f57d04a,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs0514,260,29.97751336898396,frozen_window_metadata,22,44.03300513129716,44.03300513129716,True,completed,20,source_6e71c16772a5,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T080921n50514\20230806T080921n50514.MP4,development,20
anchored49,bs170227,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs170227.csv,adce51134356b1a930cdce2f0d712bc6dd0177b74e98b0fc868c48d79046f33e,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs170227,260,30.048145583256385,frozen_window_metadata,19,37.93911330871739,37.93911330871739,True,completed,18,source_b7570607b98f,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T080034n170227\20230806T080034n170227.MP4,development,20
anchored49,bs177611,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs177611.csv,f6b95ec825aab85bab83e4130bc99747a0c04d137a35552680ae5ff7d17eb404,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs177611,260,29.988631172026007,frozen_window_metadata,19,38.01440597473534,38.01440597473534,False,uncertain,19,source_d9e789a1eb51,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0806\B3号舍病牛体温检测0806上午\20230806T093742n177611\20230806T093742n177611.MP4,development,20
anchored49,bs189556,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs189556.csv,dfb1a1cff82562edca1d920a8c3bcddd68dbfc96e0b75810fd9ca9be90998d4b,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs189556,260,29.99621256038647,frozen_window_metadata,12,24.003030334264423,24.003030334264423,True,completed,13,source_f3effd399f5a,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T082122n189556风机影响大\20230807T082122n189556风机影响大.MP4,development,20
anchored49,bs190624,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs190624.csv,abf7947b18058519316b286aa59bc2056432d83e00e9553fe94e4c3a4f1b6313,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs190624,260,29.963146779303063,frozen_window_metadata,27,54.06641738707528,54.06641738707528,True,completed,27,source_7f3806648fc2,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T084558n190624\20230807T084558n190624.MP4,development,20
anchored49,bs200673,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs200673.csv,86d96cbe1169356bb3fa5460ce071d15a4343149dfbd41464046887b71a649bb,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs200673,263,30.01998652654272,frozen_window_metadata,32,63.957390463929656,63.957390463929656,True,completed,31,source_e1ca8d4a2eb8,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081058n200673\20230807T081058n200673.MP4,development,20
anchored49,bs200794,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs200794.csv,09fa8171774b8be236d2dbe3741fe87e4deac5c581416275888db12a2415d187,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs200794,260,29.954269227301413,frozen_window_metadata,28,56.085494433253835,56.08549443325384,False,uncertain,29,source_f001f13f69e7,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T090015n200794\20230807T090015n200794.MP4,development,20
anchored49,bs210974,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs210974.csv,1a9e85339303e03ba170bbfbffe4afd786609866de4d8c697a25074d042c331d,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs210974,260,30.03132992327366,frozen_window_metadata,29,57.93949200536524,57.93949200536524,True,completed,23,source_b6bea4b051df,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T080524n210974\20230807T080524n210974.MP4,development,20
anchored49,bs211046,E:\real\use_code\yoloV8\Experiment\01_同口径消融\input_snapshots\20260909_v1\inputs\anchored49\bs211046.csv,5668995353ba172940ffdc136e66dcfc63157de7af17c42bcf72d3850a4590f3,E:\real\use_code\yoloV8\Dataset_new\72video\lindian_anchored30_frames\bs211046,260,29.95716023635732,frozen_window_metadata,17,34.048621162765734,34.048621162765734,True,completed,17,source_071865630c43,raw_video_not_verified_cow,E:\real\use_code\林甸红外视频\0807\上午\B三舍病牛区\20230807T081353n211046\20230807T081353n211046.MP4,development,20
