window_id,prediction_status,reason,frame_shape,review_id,frames,detected_frame_fraction,finite_signal_fraction,both_finite_fraction,high_keypoint_fraction,left_source_direct_fraction,right_source_direct_fraction,left_span,right_span,median_spacing,radius_median,first_blocking_stage,tp,fp,fn,truth_count,rr_abs_error
jiufu_5a173259b2d81c_first30,ok,,"[1440, 1080, 3]",,261.0,0.2260536398467433,0.2260536398467433,0.2260536398467433,0.210727969348659,0.210727969348659,0.06896551724137931,3.6227100257949054,9.663338793558765,141.92389898658416,20.0,signal_available,,,,,
jiufu_d7a117e86dae24_first30,ok,,"[1440, 1080, 3]",,261.0,0.7586206896551724,0.7586206896551724,0.7432950191570882,0.7586206896551724,0.6704980842911877,0.6475095785440613,7.6958866383702755,10.723407721149265,162.49137759847366,20.0,signal_available,10.0,5.0,5.0,15.0,0.0
jiufu_f339ead1fdb0ac_first30,ok,,"[1440, 1080, 3]",,261.0,0.7586206896551724,0.7586206896551724,0.7509578544061303,0.7586206896551724,0.7394636015325671,0.5938697318007663,1.5255411747189846,5.3953881635459275,125.0048119015923,20.0,signal_available,9.0,9.0,7.0,16.0,4.0
jiufu_6d3bdd73c6d58a_first30,ok,,"[1440, 1080, 3]",,261.0,0.946360153256705,0.946360153256705,0.946360153256705,0.8505747126436781,0.8122605363984674,0.40229885057471265,1.6220035407884836,4.555801392840426,123.09428119213798,20.0,signal_available,,,,,
jiufu_0095fbf4f8f613_first30,ok,,"[1440, 1080, 3]",,261.0,0.8084291187739464,0.8084291187739464,0.8084291187739464,0.8007662835249042,0.8007662835249042,0.6436781609195402,2.151763352571848,9.67434058766754,187.7701747017728,20.0,signal_available,,,,,
jiufu_6f2025aac495fd_first30,ok,,"[1440, 1080, 3]",,261.0,0.8007662835249042,0.8007662835249042,0.8007662835249042,0.789272030651341,0.789272030651341,0.6398467432950191,3.9874553761054443,2.5873811820257693,202.13217229689783,20.0,signal_available,,,,,
jiufu_92e9f652faa64a_first30,ok,,"[1440, 1080, 3]",,261.0,0.9616858237547893,0.9616858237547893,0.9616858237547893,0.9578544061302682,0.8812260536398467,0.3486590038314176,2.2524272238327754,7.553680416728049,110.7589439762398,20.0,signal_available,16.0,2.0,9.0,25.0,14.0
jiufu_fe09caa146ddbd_first30,ok,,"[1440, 1080, 3]",,261.0,0.8582375478927203,0.8582375478927203,0.8544061302681992,0.6360153256704981,0.6245210727969349,0.34099616858237547,3.389514093514407,7.807926128028807,156.4292127580933,20.0,signal_available,6.0,7.0,8.0,14.0,2.0
jiufu_f6c192eaf6c290_first30,ok,,"[1440, 1080, 3]",,261.0,0.5210727969348659,0.5210727969348659,0.5210727969348659,0.5095785440613027,0.49808429118773945,0.367816091954023,1.5954573575278452,3.89921751011747,160.65969101408498,20.0,signal_available,5.0,3.0,8.0,13.0,10.0
jiufu_42e874dae20aee_first30,ok,,"[1440, 1080, 3]",,261.0,0.5210727969348659,0.5210727969348659,0.5210727969348659,0.47126436781609193,0.47126436781609193,0.3946360153256705,5.843636554357836,7.4205127174727075,116.01996119697831,20.0,signal_available,1.0,6.0,8.0,9.0,4.0
jiufu_b45e99f5e3803e_first30,ok,,"[1440, 1080, 3]",,261.0,0.9578544061302682,0.9578544061302682,0.9578544061302682,0.9386973180076629,0.9348659003831418,0.9003831417624522,1.3557210222856355,2.9894146974928475,139.45934477896998,20.0,signal_available,19.0,4.0,3.0,22.0,2.0
jiufu_250cea481e2ccd_first30,ok,,"[1440, 1080, 3]",,261.0,0.6896551724137931,0.6896551724137931,0.6283524904214559,0.5440613026819924,0.2988505747126437,0.4444444444444444,1.9932466322322497,6.123111183325619,100.5641733144474,20.0,signal_available,,,,,
jiufu_fbbccb98b40ed8_first30,ok,,"[1440, 1080, 3]",,261.0,0.3716475095785441,0.3716475095785441,0.3716475095785441,0.367816091954023,0.26053639846743293,0.2681992337164751,7.623475373557625,5.173958233038292,142.64301166269095,20.0,signal_available,3.0,5.0,5.0,8.0,0.0
jiufu_b7367092cbf12f_first30,ok,,"[1440, 1080, 3]",,261.0,0.89272030651341,0.89272030651341,0.89272030651341,0.8850574712643678,0.8812260536398467,0.24521072796934865,2.0499309754842834,4.666111731973388,123.33379538838729,20.0,signal_available,11.0,1.0,7.0,18.0,12.0
jiufu_b42fb594523377_first30,ok,,"[1440, 1080, 3]",,261.0,0.9003831417624522,0.9003831417624522,0.9003831417624522,0.896551724137931,0.842911877394636,0.8505747126436781,1.4618485584950243,7.411547317252463,142.58291795050232,20.0,signal_available,,,,,
jiufu_bf9a8ef3c38b6b_first30,ok,,"[1440, 1080, 3]",,261.0,0.34099616858237547,0.34099616858237547,0.3371647509578544,0.3065134099616858,0.29118773946360155,0.30268199233716475,1.7622543097243728,2.087384025787234,167.6851069628785,20.0,signal_available,,,,,
jiufu_61a3c1628d9017_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,22.0,22.0,
jiufu_fbaed9c05fdf1a_first30,ok,,"[1440, 1080, 3]",,261.0,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.946360153256705,0.9348659003831418,0.4904214559386973,1.5222826747682738,3.6421255745091727,100.67839436541657,20.0,signal_available,6.0,13.0,6.0,12.0,14.0
jiufu_09732493a874e4_first30,ok,,"[1440, 1080, 3]",,261.0,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.789272030651341,0.789272030651341,0.22988505747126436,1.6551317661153426,5.318258035925144,115.0266208381632,20.0,signal_available,6.0,15.0,4.0,10.0,22.0
jiufu_afbc3c7536759a_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,20.0,20.0,
jiufu_ce73dd701d1a38_first30,ok,,"[1440, 1080, 3]",,261.0,0.06513409961685823,0.06513409961685823,0.06513409961685823,0.05747126436781609,0.04980842911877394,0.04597701149425287,1.8659111124172618,1.8666081245158885,121.89484484533324,20.0,signal_available,,,,,
jiufu_c2f523dbca4113_first30,ok,,"[1440, 1080, 3]",,261.0,0.9348659003831418,0.9348659003831418,0.9272030651340997,0.9233716475095786,0.9195402298850575,0.8620689655172413,4.733032600764513,4.315031965188275,162.49781801979165,20.0,signal_available,6.0,10.0,10.0,16.0,0.0
jiufu_19a4aa849045e9_first30,ok,,"[1440, 1080, 3]",,261.0,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9540229885057471,0.946360153256705,0.8773946360153256,1.872424664315897,1.2580875477091737,120.80119757112958,20.0,signal_available,14.0,4.0,3.0,17.0,2.0
jiufu_bfba3aa9a87b7c_first30,ok,,"[1440, 1080, 3]",,261.0,0.9616858237547893,0.9616858237547893,0.9616858237547893,0.9501915708812261,0.896551724137931,0.7777777777777778,1.063291986060726,1.7550533682538045,109.4559860264896,20.0,signal_available,12.0,8.0,4.0,16.0,8.0
jiufu_6a5717214c3e46_first30,ok,,"[1440, 1080, 3]",,261.0,0.3103448275862069,0.3103448275862069,0.3103448275862069,0.2950191570881226,0.1111111111111111,0.2681992337164751,4.148241618738805,3.43401837127211,134.32014707239117,20.0,signal_available,,,,,
jiufu_542013dcb78dc0_first30,ok,,"[1440, 1080, 3]",,261.0,0.8390804597701149,0.8390804597701149,0.8390804597701149,0.8084291187739464,0.7777777777777778,0.7816091954022989,7.233480385937572,4.857510159990632,151.1832792304658,20.0,signal_available,6.0,10.0,7.0,13.0,6.0
jiufu_596ccaaf7a001c_first30,ok,,"[1440, 1080, 3]",,261.0,0.8122605363984674,0.8122605363984674,0.789272030651341,0.7854406130268199,0.5938697318007663,0.6743295019157088,6.364891329855336,9.440287118066603,145.60138744144004,20.0,signal_available,10.0,4.0,5.0,15.0,2.0
jiufu_9b4d8a24856a9f_first30,ok,,"[1440, 1080, 3]",,261.0,0.5325670498084292,0.5325670498084292,0.5287356321839081,0.5095785440613027,0.47509578544061304,0.46360153256704983,6.47768761836268,9.629351343314195,270.7640851806524,20.0,signal_available,3.0,7.0,3.0,6.0,8.0
jiufu_6e5606d58e82c5_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,,,,,
jiufu_58dfb2705d8668_first30,ok,,"[1440, 1080, 3]",,261.0,0.022988505747126436,0.022988505747126436,0.022988505747126436,0.022988505747126436,0.022988505747126436,0.022988505747126436,0.29580956176886275,1.0424199092150204,137.43424559489833,20.0,signal_available,,,,,
jiufu_a7efdc57a481f8_first30,ok,,"[1440, 1080, 3]",,261.0,0.5095785440613027,0.5095785440613027,0.5095785440613027,0.5057471264367817,0.4827586206896552,0.49808429118773945,7.306573457627135,6.339543118438698,197.01515800331464,20.0,signal_available,,,,,
jiufu_a1fad2b6534006_first30,ok,,"[1440, 1080, 3]",,261.0,0.48659003831417624,0.48659003831417624,0.48659003831417624,0.4827586206896552,0.46360153256704983,0.46360153256704983,1.647900249193647,6.115498493135036,106.24334727463268,20.0,signal_available,9.0,3.0,9.0,18.0,12.0
jiufu_d16072cd12326f_first30,ok,,"[1440, 1080, 3]",,261.0,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9386973180076629,0.9386973180076629,0.9118773946360154,1.9780955603179642,7.0951262560915005,170.78772290347464,20.0,signal_available,,,,,
jiufu_1686565c1da471_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,10.0,10.0,
jiufu_4923eea2509695_first30,ok,,"[1440, 1080, 3]",,261.0,0.9080459770114943,0.9080459770114943,0.9080459770114943,0.8084291187739464,0.6551724137931034,0.4099616858237548,1.8858197147381155,2.744147596596264,112.35577353561985,20.0,signal_available,14.0,9.0,7.0,21.0,4.0
jiufu_ff4c4ac565e3b0_first30,ok,,"[1440, 1080, 3]",,261.0,0.3716475095785441,0.3716475095785441,0.3563218390804598,0.3524904214559387,0.21455938697318008,0.3103448275862069,9.259545687944552,7.878114087000352,207.7357641868231,20.0,signal_available,3.0,7.0,7.0,10.0,0.0
jiufu_24afbde80aa2d4_first30,ok,,"[1440, 1080, 3]",,261.0,0.36015325670498083,0.36015325670498083,0.36015325670498083,0.3486590038314176,0.3333333333333333,0.32950191570881227,2.536408891082882,6.588727358265256,148.32875738239753,20.0,signal_available,5.0,2.0,2.0,7.0,0.0
jiufu_3f4fbf87cbf023_first30,ok,,"[1440, 1080, 3]",,261.0,0.9042145593869731,0.9042145593869731,0.9042145593869731,0.9003831417624522,0.8160919540229885,0.4674329501915709,2.017199751846473,6.601232954272973,85.30363689697539,20.0,signal_available,,,,,
jiufu_6434f8ad9b4978_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,17.0,17.0,
jiufu_0f495ca37676e0_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,17.0,17.0,
jiufu_87e482c45f5ec2_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,,,,,
jiufu_135fcf30e11031_first30,ok,,"[1440, 1080, 3]",,261.0,0.896551724137931,0.896551724137931,0.89272030651341,0.8888888888888888,0.8122605363984674,0.8620689655172413,7.128267434000172,10.685929402939472,214.83290154157197,20.0,signal_available,13.0,6.0,3.0,16.0,6.0
jiufu_21792037472910_first30,ok,,"[1440, 1080, 3]",,261.0,0.26436781609195403,0.26436781609195403,0.26436781609195403,0.23754789272030652,0.16091954022988506,0.13026819923371646,7.423996313448644,4.654389560047729,136.3343230444714,20.0,signal_available,4.0,3.0,2.0,6.0,2.0
jiufu_fdc3b301cd9ef1_first30,ok,,"[1440, 1080, 3]",,261.0,0.3486590038314176,0.3486590038314176,0.34099616858237547,0.34099616858237547,0.2222222222222222,0.3333333333333333,6.31380302205336,3.2170567915835555,161.96074625433036,20.0,signal_available,3.0,3.0,3.0,6.0,0.0
jiufu_86e7274f6556e4_first30,ok,,"[1440, 1080, 3]",,261.0,0.5747126436781609,0.5747126436781609,0.5747126436781609,0.5670498084291188,0.34099616858237547,0.5172413793103449,6.5810296263124,8.634719008129863,128.22225036215204,20.0,signal_available,,,,,
jiufu_b1efccc0572872_first30,ok,,"[1440, 1080, 3]",,261.0,0.5977011494252874,0.5977011494252874,0.5977011494252874,0.5862068965517241,0.524904214559387,0.4367816091954023,5.795798850168634,6.636137951824132,139.01289804623437,20.0,signal_available,8.0,3.0,1.0,9.0,4.0
jiufu_cbf053d260a726_first30,ok,,"[1440, 1080, 3]",,261.0,0.42911877394636017,0.42911877394636017,0.42911877394636017,0.4061302681992337,0.3448275862068966,0.37547892720306514,3.341465712857037,3.1419999420915197,96.09291659614526,20.0,signal_available,7.0,5.0,10.0,17.0,10.0
jiufu_b7a3631a4e36ce_first30,ok,,"[1440, 1080, 3]",,261.0,0.49808429118773945,0.49808429118773945,0.49808429118773945,0.46360153256704983,0.1839080459770115,0.45977011494252873,2.775103765384518,2.5028745687538,100.8483812269238,20.0,signal_available,3.0,7.0,8.0,11.0,2.0
jiufu_4cadeee3a7496f_first30,ok,,"[1440, 1080, 3]",,261.0,0.8007662835249042,0.8007662835249042,0.8007662835249042,0.7931034482758621,0.5593869731800766,0.7509578544061303,6.678792312672776,3.845921197924163,206.0820646427892,20.0,signal_available,5.0,10.0,5.0,10.0,10.0
jiufu_0bede2d3d6e2ef_first30,ok,,"[1440, 1080, 3]",,261.0,0.7816091954022989,0.7816091954022989,0.7586206896551724,0.7662835249042146,0.1839080459770115,0.7471264367816092,8.592459965162234,4.510497154566313,169.83581470496645,20.0,signal_available,14.0,4.0,9.0,23.0,10.0
jiufu_771e73351d8f0d_first30,ok,,"[1440, 1080, 3]",,261.0,0.7432950191570882,0.7432950191570882,0.7394636015325671,0.7394636015325671,0.5670498084291188,0.6934865900383141,8.758515064631485,4.545980224287433,126.8682151762706,20.0,signal_available,22.0,3.0,8.0,30.0,10.0
jiufu_ed4591eaed0b3f_first30,ok,,"[1440, 1080, 3]",,261.0,0.8390804597701149,0.8390804597701149,0.8390804597701149,0.7739463601532567,0.7701149425287356,0.07662835249042145,2.8486747376600903,4.539097053418811,84.9078507238342,20.0,signal_available,14.0,4.0,9.0,23.0,10.0
jiufu_39c814598b6c9a_first30,ok,,"[1440, 1080, 3]",,261.0,0.9923371647509579,0.9923371647509579,0.9923371647509579,0.9923371647509579,0.7662835249042146,0.8505747126436781,3.758249734283037,4.3472026740715535,101.53004323317718,20.0,signal_available,7.0,8.0,11.0,18.0,6.0
jiufu_c79b86b8813e90_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,12.0,12.0,
jiufu_bc67a7e651f9ae_first30,abstain,no_valid_temperature_signal,"[1440, 1080, 3]",,261.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20.0,no_pose_detection_all_frames,,,,,
jiufu_d0a278abbce35d_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,17.0,17.0,
jiufu_72f9214b6e39c9_first30,ok,,"[1440, 1080, 3]",,261.0,0.3333333333333333,0.3333333333333333,0.2681992337164751,0.3065134099616858,0.16091954022988506,0.27586206896551724,2.7822475021399384,10.534756378654375,192.6726877051206,20.0,signal_available,1.0,8.0,4.0,5.0,8.0
jiufu_24b7bfc0889845_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,14.0,14.0,
jiufu_44a8b44ef7ff55_first30,ok,,"[1440, 1080, 3]",,261.0,0.9386973180076629,0.9386973180076629,0.9386973180076629,0.9118773946360154,0.8390804597701149,0.7509578544061303,4.206334825097439,2.537382202445052,139.86207883253317,20.0,signal_available,7.0,8.0,3.0,10.0,10.0
jiufu_46aefc048b6969_first30,ok,,"[1440, 1080, 3]",,261.0,0.9923371647509579,0.9923371647509579,0.9923371647509579,0.9923371647509579,0.9923371647509579,0.8773946360153256,2.1414298843985513,2.7097899616565364,132.3727182565921,20.0,signal_available,5.0,7.0,7.0,12.0,0.0
jiufu_f19803e664a7cb_first30,ok,,"[1440, 1080, 3]",,261.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.4471463517783612,9.875535134445578,121.2301583672784,20.0,signal_available,3.0,9.0,9.0,12.0,0.0
jiufu_ca838441c991bb_first30,ok,,"[1440, 1080, 3]",,261.0,0.9348659003831418,0.9348659003831418,0.9348659003831418,0.9348659003831418,0.9348659003831418,0.8735632183908046,1.4604067781503218,7.246301504932287,145.71453893459008,20.0,signal_available,18.0,3.0,3.0,21.0,0.0
jiufu_fc574ca4aa0e22_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,15.0,15.0,
jiufu_366cb8600d5450_first30,ok,,"[1440, 1080, 3]",,261.0,0.5210727969348659,0.5210727969348659,0.5019157088122606,0.5134099616858238,0.47126436781609193,0.22988505747126436,1.8115472846590244,10.016897941559474,152.93220493311534,20.0,signal_available,4.0,5.0,5.0,9.0,0.0
jiufu_a72be27aa4d574_first30,ok,,"[1440, 1080, 3]",,261.0,0.7126436781609196,0.7126436781609196,0.7126436781609196,0.7088122605363985,0.6590038314176245,0.6015325670498084,4.354793618297126,3.248440434505632,136.65584299846418,20.0,signal_available,4.0,11.0,5.0,9.0,12.0
jiufu_3c840580af889d_first30,ok,,"[1440, 1080, 3]",,261.0,0.9080459770114943,0.9080459770114943,0.9042145593869731,0.9003831417624522,0.8697318007662835,0.8505747126436781,6.39167265700171,3.0711810035819944,110.91856593271685,20.0,signal_available,,,,,
jiufu_cc8f24e9070eb6_first30,ok,,"[1440, 1080, 3]",,261.0,0.38697318007662834,0.38697318007662834,0.3793103448275862,0.31417624521072796,0.26436781609195403,0.27586206896551724,3.05567437892676,3.8493652110267504,159.7433554940658,20.0,signal_available,4.0,6.0,6.0,10.0,0.0
jiufu_658fffa214f378_first30,ok,,"[1440, 1080, 3]",,261.0,0.8812260536398467,0.8812260536398467,0.8812260536398467,0.8773946360153256,0.8620689655172413,0.8505747126436781,2.4639828162877997,7.545442432621062,162.69287746304036,20.0,signal_available,18.0,6.0,4.0,22.0,4.0
jiufu_9fc4ab4ff20989_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,13.0,13.0,
jiufu_080c7e20b51912_first30,ok,,"[1440, 1080, 3]",,261.0,0.4367816091954023,0.4367816091954023,0.4367816091954023,0.42528735632183906,0.21455938697318008,0.4099616858237548,10.730027038811372,1.9294134426490928,168.44734045684186,20.0,signal_available,,,,,
jiufu_4a28bba3529d28_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,13.0,13.0,
jiufu_a005ae733f6503_first30,ok,,"[1440, 1080, 3]",,261.0,0.4521072796934866,0.4521072796934866,0.4521072796934866,0.4521072796934866,0.32567049808429116,0.3103448275862069,4.4150905363879644,5.462490529580055,142.65171335926192,20.0,signal_available,3.0,7.0,5.0,8.0,4.0
jiufu_8f5bef5fd5a268_first30,ok,,"[1440, 1080, 3]",,261.0,0.5095785440613027,0.5095785440613027,0.5095785440613027,0.4521072796934866,0.31417624521072796,0.26436781609195403,6.288329129293363,2.791064995809979,141.0452939044119,20.0,signal_available,,,,,
jiufu_1f9c8c3925bc30_first30,ok,,"[1440, 1080, 3]",,261.0,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.9616858237547893,0.8582375478927203,0.7701149425287356,2.1963714202735076,4.40317670849371,153.51212119658803,20.0,signal_available,2.0,12.0,12.0,14.0,0.0
jiufu_14d4ade8b6206e_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,16.0,16.0,
jiufu_b7b6bd430c8fe7_first30,ok,,"[1440, 1080, 3]",,261.0,0.4942528735632184,0.4942528735632184,0.4942528735632184,0.4674329501915709,0.4559386973180077,0.22988505747126436,6.664525858932912,6.175129632800893,186.1828735194746,20.0,signal_available,,,,,
jiufu_2b9099fd06d9e1_first30,ok,,"[1440, 1080, 3]",,261.0,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.6934865900383141,0.5478927203065134,0.41762452107279696,9.749364735883017,7.406028424389021,160.6118936355855,20.0,signal_available,5.0,12.0,7.0,12.0,10.0
jiufu_370ef65c280bd7_first30,ok,,"[1440, 1080, 3]",,261.0,0.6398467432950191,0.6398467432950191,0.6360153256704981,0.5670498084291188,0.4329501915708812,0.36398467432950193,7.591841442406704,8.196411272645477,142.72706938409613,20.0,signal_available,7.0,10.0,8.0,15.0,4.0
jiufu_638ea7f2298781_first30,ok,,"[1440, 1080, 3]",,261.0,0.10727969348659004,0.10727969348659004,0.08812260536398467,0.10344827586206896,0.05363984674329502,0.09961685823754789,1.5647362316233782,2.0725383650584774,190.65452804932409,20.0,signal_available,,,,,
jiufu_931fb29cee6b4b_first30,ok,,"[1440, 1080, 3]",,261.0,0.3793103448275862,0.3793103448275862,0.3793103448275862,0.37547892720306514,0.18007662835249041,0.3103448275862069,7.353997286494426,6.6447303989265905,113.9256192439831,20.0,signal_available,6.0,3.0,8.0,14.0,10.0
jiufu_b01f0755dc6a1f_first30,ok,,"[1440, 1080, 3]",,261.0,0.7394636015325671,0.7394636015325671,0.5670498084291188,0.7049808429118773,0.4061302681992337,0.6704980842911877,8.438752617699684,6.346961546192606,168.89726872047254,20.0,signal_available,6.0,6.0,7.0,13.0,2.0
jiufu_f242385ce55e15_first30,ok,,"[1440, 1080, 3]",,261.0,0.49808429118773945,0.49808429118773945,0.49808429118773945,0.47126436781609193,0.47126436781609193,0.3831417624521073,6.127733714722655,4.140347131032627,146.59922844625655,20.0,signal_available,3.0,7.0,7.0,10.0,0.0
jiufu_f920435ef76ec4_first30,ok,,"[1440, 1080, 3]",R3-10,261.0,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.26053639846743293,0.26053639846743293,0.23371647509578544,5.6378042297088875,4.47733828080775,204.626786012872,20.0,signal_available,4.0,4.0,4.0,8.0,0.0
jiufu_d37cd7a2cec816_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,,,,,
jiufu_7f52d294468aa5_first30,ok,,"[1440, 1080, 3]",,261.0,0.9923371647509579,0.9923371647509579,0.9923371647509579,0.6666666666666666,0.6551724137931034,0.12643678160919541,1.1453505681388663,2.543165861824633,136.30398951438957,20.0,signal_available,3.0,13.0,12.0,15.0,2.0
jiufu_fdd90da34c7a97_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,,,,,
jiufu_11acdc6d1c6ccc_first30,ok,,"[1440, 1080, 3]",,261.0,0.8812260536398467,0.8812260536398467,0.8812260536398467,0.8659003831417624,0.7777777777777778,0.7432950191570882,7.638373761289358,3.823040920900926,144.54925084688827,20.0,signal_available,4.0,6.0,8.0,12.0,4.0
jiufu_cc60214ff2d564_first30,ok,,"[1440, 1080, 3]",R3-23,261.0,0.4827586206896552,0.4827586206896552,0.47509578544061304,0.4559386973180077,0.40229885057471265,0.13409961685823754,5.303904745983758,9.090794207951308,156.0675827926599,20.0,signal_available,3.0,7.0,9.0,12.0,4.0
jiufu_f23fd2fe9eb848_first30,ok,,"[1440, 1080, 3]",,261.0,0.4559386973180077,0.4559386973180077,0.4559386973180077,0.42911877394636017,0.31800766283524906,0.38697318007662834,7.710652881402396,8.488121667403394,178.15902323893835,20.0,signal_available,4.0,5.0,6.0,10.0,2.0
jiufu_766cc912612d8c_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,13.0,13.0,
jiufu_19e995b0eca6a3_first30,ok,,"[1440, 1080, 3]",,261.0,0.2835249042145594,0.2835249042145594,0.2835249042145594,0.2681992337164751,0.20689655172413793,0.23371647509578544,3.1875383066708167,3.7899024354059563,145.6005245612385,20.0,signal_available,,,,,
jiufu_126bdac0bd036b_first30,ok,,"[1440, 1080, 3]",,261.0,0.9846743295019157,0.9846743295019157,0.9846743295019157,0.9770114942528736,0.9770114942528736,0.5555555555555556,1.3409408518489947,7.380821068508261,124.55779580356466,20.0,signal_available,3.0,9.0,9.0,12.0,0.0
jiufu_c6e5a206ad0c30_first30,ok,,"[1440, 1080, 3]",,261.0,0.9540229885057471,0.9540229885057471,0.9501915708812261,0.946360153256705,0.89272030651341,0.6398467432950191,1.2528748212975636,4.640966483049823,117.01347069983184,20.0,signal_available,14.0,3.0,4.0,18.0,2.0
jiufu_0f7af9c769fda5_first30,ok,,"[1440, 1080, 3]",,261.0,0.4942528735632184,0.4942528735632184,0.4942528735632184,0.42911877394636017,0.3218390804597701,0.32567049808429116,5.1857919983203935,6.603366357769282,91.82230477724958,20.0,signal_available,7.0,3.0,9.0,16.0,12.0
jiufu_42402108cd09a9_first30,ok,,"[1440, 1080, 3]",,261.0,0.3486590038314176,0.3486590038314176,0.3486590038314176,0.32950191570881227,0.28735632183908044,0.3065134099616858,5.780990058610346,3.5375036257694354,132.3869181904875,20.0,signal_available,1.0,6.0,4.0,5.0,4.0
jiufu_a97a8ff157139f_first30,ok,,"[1440, 1080, 3]",,261.0,0.6168582375478927,0.6168582375478927,0.6130268199233716,0.6130268199233716,0.44061302681992337,0.5363984674329502,3.3053269070497144,4.57686271624252,182.50458395188667,20.0,signal_available,9.0,2.0,2.0,11.0,0.0
jiufu_a45d837f891e44_first30,ok,,"[1440, 1080, 3]",,261.0,0.4942528735632184,0.4942528735632184,0.421455938697318,0.421455938697318,0.2567049808429119,0.32567049808429116,7.366899660372386,6.408755419364102,158.14886347163605,20.0,signal_available,3.0,4.0,5.0,8.0,2.0
jiufu_3a993354ebd1c7_first30,ok,,"[1440, 1080, 3]",,261.0,0.6398467432950191,0.6398467432950191,0.632183908045977,0.4444444444444444,0.4444444444444444,0.0,1.424159797222849,4.405889206386821,183.5460702698354,20.0,signal_available,15.0,2.0,8.0,23.0,12.0
jiufu_2320c69c168a7a_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,12.0,12.0,
jiufu_13f838ff73e069_first30,ok,,"[1440, 1080, 3]",R3-11,261.0,0.16475095785440613,0.16475095785440613,0.16475095785440613,0.14942528735632185,0.14942528735632185,0.07662835249042145,1.9897964162062856,3.3502353170668506,153.06379609371942,20.0,signal_available,3.0,2.0,0.0,3.0,4.0
jiufu_34e5b460466c18_first30,abstain,long_timestamp_gap,"[1440, 1080, 3]",,,,,,,,,,,,,timestamp_sampling,0.0,0.0,13.0,13.0,
jiufu_7388b7efc8afb3_first30,ok,,"[1440, 1080, 3]",,261.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4942528735632184,0.38697318007662834,0.2796934865900383,7.181444959929923,5.285742587844933,173.43362143969603,20.0,signal_available,5.0,8.0,9.0,14.0,2.0
jiufu_cbc238aa9bbc71_first30,ok,,"[1440, 1080, 3]",,261.0,0.39846743295019155,0.39846743295019155,0.3831417624521073,0.3486590038314176,0.3065134099616858,0.26436781609195403,5.688195872035905,8.366507002844774,165.90664263597856,20.0,signal_available,,,,,
jiufu_2fdd36fbe9a8ce_first30,ok,,"[1440, 1080, 3]",,261.0,0.6398467432950191,0.6398467432950191,0.6398467432950191,0.6398467432950191,0.6053639846743295,0.632183908045977,5.370147522908987,4.229347420400487,135.21625193274917,20.0,signal_available,9.0,7.0,7.0,16.0,0.0
