window_id,video_id,video_path,source_path,source_start_seconds,duration_seconds,cohort,annotation_round,annotator,annotation_status,manual_breath_count,event_definition,predictions_hidden,reference_notes,prior_algorithm_exposure,browser_video_path
jiufu_8db6ed7f9c3ad8_first30,jiufu_8db6ed7f9c3ad8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T092004-677.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T092004-677.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T092004-677.MP4
jiufu_8a93efdf555173_first30,jiufu_8a93efdf555173,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T092254-844.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T092254-844.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T092254-844.MP4
jiufu_75a484b3f5253b_first30,jiufu_75a484b3f5253b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T092746-1425.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T092746-1425.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T092746-1425.MP4
jiufu_35f0adf19ed368_first30,jiufu_35f0adf19ed368,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T092858-622.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T092858-622.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T092858-622.MP4
jiufu_7045c3900be0cc_first30,jiufu_7045c3900be0cc,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T093120-921.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T093120-921.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T093120-921.MP4
jiufu_21e342957e0fd7_first30,jiufu_21e342957e0fd7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094111-1420.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094111-1420.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094111-1420.MP4
jiufu_36ee658c295629_first30,jiufu_36ee658c295629,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094529-1469.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094529-1469.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094529-1469.MP4
jiufu_c92bd308748a09_first30,jiufu_c92bd308748a09,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094758-A1021154.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094758-A1021154.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T094758-A1021154.MP4
jiufu_551d99f2e9c264_first30,jiufu_551d99f2e9c264,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095041-1241.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095041-1241.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095041-1241.MP4
jiufu_c95ae69597cc50_first30,jiufu_c95ae69597cc50,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095351-1279.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095351-1279.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095351-1279.MP4
jiufu_94796ccea127be_first30,jiufu_94796ccea127be,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095542-989.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095542-989.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095542-989.MP4
jiufu_56e83ecf9a14bb_first30,jiufu_56e83ecf9a14bb,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095754-1574.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095754-1574.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T095754-1574.MP4
jiufu_3cbd345626f05c_first30,jiufu_3cbd345626f05c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T100519-161.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T100519-161.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T100519-161.MP4
jiufu_3ac83315834f77_first30,jiufu_3ac83315834f77,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T100915-713.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T100915-713.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T100915-713.MP4
jiufu_c68c62cb67dede_first30,jiufu_c68c62cb67dede,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T101454-623.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T101454-623.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T101454-623.MP4
jiufu_3721f7cf5a844c_first30,jiufu_3721f7cf5a844c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T101712-653.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T101712-653.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T101712-653.MP4
jiufu_65b745e540b8c7_first30,jiufu_65b745e540b8c7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T101932-281.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T101932-281.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T101932-281.MP4
jiufu_2e919f7b4ce7d4_first30,jiufu_2e919f7b4ce7d4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102206-353.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102206-353.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102206-353.MP4
jiufu_f7266533e3399d_first30,jiufu_f7266533e3399d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102521-558.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102521-558.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102521-558.MP4
jiufu_943fc8675c704c_first30,jiufu_943fc8675c704c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102849-347.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102849-347.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T102849-347.MP4
jiufu_bd77cfa7950eaa_first30,jiufu_bd77cfa7950eaa,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133223-743.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133223-743.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133223-743.MP4
jiufu_2aaced556ff39d_first30,jiufu_2aaced556ff39d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133413-957.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133413-957.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133413-957.MP4
jiufu_90ed4ac916a295_first30,jiufu_90ed4ac916a295,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133635-179.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133635-179.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133635-179.MP4
jiufu_cd5eea76388f30_first30,jiufu_cd5eea76388f30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133817-728.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133817-728.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T133817-728.MP4
jiufu_6cbcb0311b3ebf_first30,jiufu_6cbcb0311b3ebf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134035-956.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134035-956.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134035-956.MP4
jiufu_4f7144680fca9d_first30,jiufu_4f7144680fca9d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134435-583.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134435-583.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134435-583.MP4
jiufu_6a641dd078f572_first30,jiufu_6a641dd078f572,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134713-753.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134713-753.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134713-753.MP4
jiufu_edd9eebe6de991_first30,jiufu_edd9eebe6de991,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134930-943.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134930-943.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T134930-943.MP4
jiufu_58c38973aff558_first30,jiufu_58c38973aff558,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135104-771.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135104-771.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135104-771.MP4
jiufu_665326590feedb_first30,jiufu_665326590feedb,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135221-447.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135221-447.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135221-447.MP4
jiufu_053d6bd561c20b_first30,jiufu_053d6bd561c20b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135554-1838.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135554-1838.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135554-1838.MP4
jiufu_9a14e05c1c184c_first30,jiufu_9a14e05c1c184c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135926-728.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135926-728.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T135926-728.MP4
jiufu_124bf365605cd6_first30,jiufu_124bf365605cd6,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T140349-1299.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T140349-1299.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T140349-1299.MP4
jiufu_cc565ea0bfa396_first30,jiufu_cc565ea0bfa396,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T140619-1246.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T140619-1246.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T140619-1246.MP4
jiufu_0a14da4ad52431_first30,jiufu_0a14da4ad52431,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T142101-1134.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T142101-1134.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T142101-1134.MP4
jiufu_abada3dda3e8b7_first30,jiufu_abada3dda3e8b7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T080938-846.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T080938-846.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T080938-846.MP4
jiufu_0ef3b83bc00130_first30,jiufu_0ef3b83bc00130,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081221-1428.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081221-1428.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081221-1428.MP4
jiufu_6d14fba7168351_first30,jiufu_6d14fba7168351,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081505A1021142.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081505A1021142.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081505A1021142.MP4
jiufu_c5ff3e35124405_first30,jiufu_c5ff3e35124405,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081638-1408.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081638-1408.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081638-1408.MP4
jiufu_a6ed80c55f7be6_first30,jiufu_a6ed80c55f7be6,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081830-1436.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081830-1436.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081830-1436.MP4
jiufu_6fa0bbd661c8bb_first30,jiufu_6fa0bbd661c8bb,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T082631-1423.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T082631-1423.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T082631-1423.MP4
jiufu_58da0349ace78c_first30,jiufu_58da0349ace78c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T082946-1601.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T082946-1601.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T082946-1601.MP4
jiufu_9eb853207f9233_first30,jiufu_9eb853207f9233,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T083424-640.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T083424-640.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T083424-640.MP4
jiufu_8c114c09325c47_first30,jiufu_8c114c09325c47,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T083719-1574.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T083719-1574.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T083719-1574.MP4
jiufu_494e84a71f0d53_first30,jiufu_494e84a71f0d53,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T083924-1268.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T083924-1268.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T083924-1268.MP4
jiufu_ce59136a4ecc21_first30,jiufu_ce59136a4ecc21,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T084037-1479.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T084037-1479.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T084037-1479.MP4
jiufu_8953d49083882b_first30,jiufu_8953d49083882b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T084011-1150.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T084011-1150.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T084011-1150.MP4
jiufu_5eaab17afa3dcc_first30,jiufu_5eaab17afa3dcc,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T084144-1644.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T084144-1644.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T084144-1644.MP4
jiufu_577eb87b4ec0fa_first30,jiufu_577eb87b4ec0fa,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T090832-1442.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T090832-1442.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T090832-1442.MP4
jiufu_ac7d209f2a6aec_first30,jiufu_ac7d209f2a6aec,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T091037-214.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T091037-214.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T091037-214.MP4
jiufu_f0f7415c6e495e_first30,jiufu_f0f7415c6e495e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105437-1308.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105437-1308.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105437-1308.MP4
jiufu_45e262858c1edf_first30,jiufu_45e262858c1edf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105821-1146.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105821-1146.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105821-1146.MP4
jiufu_59f7f9462f2c30_first30,jiufu_59f7f9462f2c30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105955-165.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105955-165.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105955-165.MP4
jiufu_1f327de387886e_first30,jiufu_1f327de387886e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T110201-1371.MP4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T110201-1371.MP4,0,30,jiufu271,R2,,pending,,expiration_peak,,,not_reported_at_R1; must_reconfirm_R2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T110201-1371.MP4
