window_id,file_id,farm,source_path,source_session,start_seconds,duration_seconds,sampling_rule,sampled_fingerprint
jiufu_e20abde4e3a043_first30,jiufu_e20abde4e3a043,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090617-1422.MP4,20240731T090617_1422,0.0,30.0,first_30_seconds_predeclared_not_best_segment,07238054b551dec8569867341be6aa3c151ca2b8c34b5a1cbdb4fa7bd288bcb0
jiufu_6c914b8beaa069_first30,jiufu_6c914b8beaa069,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090931-1308.MP4,20240731T090931_1308,0.0,30.0,first_30_seconds_predeclared_not_best_segment,25e7fd097f42abaa7f8f6cdb79f7ddec8703462c77208abe636d4fbe8a071230
jiufu_fffa829b4cfc5f_first30,jiufu_fffa829b4cfc5f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091121-878.MP4,20240731T091121_878,0.0,30.0,first_30_seconds_predeclared_not_best_segment,8613068ef9698b11726dac6a96d0667555ddcb2212f303d1e548b94b03b8bdf2
jiufu_39742bec07007b_first30,jiufu_39742bec07007b,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091233-1146.MP4,20240731T091233_1146,0.0,30.0,first_30_seconds_predeclared_not_best_segment,696279dd4cfde47f2d5e5c60b76dcd5aa585e02943aaf4822cc9f07cd17c415f
jiufu_a7f96cc7661e4a_first30,jiufu_a7f96cc7661e4a,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091500-1371.MP4,20240731T091500_1371,0.0,30.0,first_30_seconds_predeclared_not_best_segment,45d33a9daf6c42db0ee68f3affcb02faaabd2c3cd885e0fd21a1df3e78389de1
jiufu_cae153a2ef6cb6_first30,jiufu_cae153a2ef6cb6,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091834-1630.MP4,20240731T091834_1630,0.0,30.0,first_30_seconds_predeclared_not_best_segment,8d837d6119a8091a9984a060d1b81993296c2505cb5741eb42f7c129c6e4e425
jiufu_f5a7ada186a785_first30,jiufu_f5a7ada186a785,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092133-281.MP4,20240731T092133_281,0.0,30.0,first_30_seconds_predeclared_not_best_segment,f98c4156128ab4a604cb6b108f5ec9f8a7bf2b3611b412cf5c817dea2e844c00
jiufu_8f2aab0fc1ae4b_first30,jiufu_8f2aab0fc1ae4b,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092359-347.MP4,20240731T092359_347,0.0,30.0,first_30_seconds_predeclared_not_best_segment,fb7f9906d4eb6ffb3928e6f68c021867e413da5bb3f5b758caabce38210c5f4f
jiufu_b230c11bab398b_first30,jiufu_b230c11bab398b,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T093138-1078.MP4,20240731T093138_1078,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c580127485e462627712affde1523a2dc46def54d24ed89018db246b94964364
jiufu_05aaedc28c6708_first30,jiufu_05aaedc28c6708,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T093355-161.MP4,20240731T093355_161,0.0,30.0,first_30_seconds_predeclared_not_best_segment,ff614072c450483a4cfb110422c002ee9b09958a825f75a6d3940325d9b3cf93
jiufu_0d1522aef374ec_first30,jiufu_0d1522aef374ec,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085035-A1022205.MP4,20240801T085035_A1022205,0.0,30.0,first_30_seconds_predeclared_not_best_segment,a2df252a9bdbec377a182d877ec077b10bfa17be48944cf29b4e2debf820a54e
jiufu_d34b02325b217f_first30,jiufu_d34b02325b217f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085306-1831.MP4,20240801T085306_1831,0.0,30.0,first_30_seconds_predeclared_not_best_segment,ad575f836be78d82cce5fc65882ca2be72b6555e181a145e9935dd3f8ff5463d
jiufu_2cdb051142d5ab_first30,jiufu_2cdb051142d5ab,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085946-670.MP4,20240801T085946_670,0.0,30.0,first_30_seconds_predeclared_not_best_segment,254dc1e53dada8aa0d4377eb8c8c4a98f0e6735bddd59b665cb5f126dd188ac7
jiufu_d4707a9c23271d_first30,jiufu_d4707a9c23271d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T091831-670.MP4,20240801T091831_670,0.0,30.0,first_30_seconds_predeclared_not_best_segment,6738546c37c895104a27dcb6e09528705625fee7ebf78d148d0db03d5508cf7e
jiufu_61a48001d2c6ac_first30,jiufu_61a48001d2c6ac,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T091954-A1022186.MP4,20240801T091954_A1022186,0.0,30.0,first_30_seconds_predeclared_not_best_segment,985fd30091543a1db63e64d631983b059649765c08af40f751b591143b6b0509
jiufu_2f0c90ece853b4_first30,jiufu_2f0c90ece853b4,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092219-710.MP4,20240801T092219_710,0.0,30.0,first_30_seconds_predeclared_not_best_segment,083b3f40937312701bba60b4735b9e37cdf7f4273e8eeeddf3e373edb4eca1b7
jiufu_57c74728570ec9_first30,jiufu_57c74728570ec9,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092442-A1022211.MP4,20240801T092442_A1022211,0.0,30.0,first_30_seconds_predeclared_not_best_segment,57bfbc51d49b1f11e324b5004de963af0fd9bccfee51253abbf264fe55ae2876
jiufu_2fc7ddf8f284e4_first30,jiufu_2fc7ddf8f284e4,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092718-627.MP4,20240801T092718_627,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c4430b8b76aeb542cca0a85647b1c8ddcecce5585a0d2e111127c7108971633c
jiufu_a04e9f770a2bb9_first30,jiufu_a04e9f770a2bb9,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093041-606.MP4,20240801T093041_606,0.0,30.0,first_30_seconds_predeclared_not_best_segment,4d48ace6c21bbafd7f41f8cd8058f2dee227f338ee06793fa7989aab282e6a4e
jiufu_333df78fe49441_first30,jiufu_333df78fe49441,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093303-878.MP4,20240801T093303_878,0.0,30.0,first_30_seconds_predeclared_not_best_segment,6b0ece79311724cd54aa55a8c2b36e6bdf2d60f117e8ec99e712f9dc03ad52d1
jiufu_4263d1ee2b7d38_first30,jiufu_4263d1ee2b7d38,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093518-A1022211.MP4,20240801T093518_A1022211,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c5edff49ecc895b0dabc06792154996039b4c5bc99709ca934112621ae90d922
jiufu_7cb985938d0a6a_first30,jiufu_7cb985938d0a6a,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093643-659.MP4,20240801T093643_659,0.0,30.0,first_30_seconds_predeclared_not_best_segment,30681d7f274d3418932469d3a6360fe062cc046a577c40abc5eeade9da7d9048
jiufu_7c448f9ef64639_first30,jiufu_7c448f9ef64639,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093925-A1021135.MP4,20240801T093925_A1021135,0.0,30.0,first_30_seconds_predeclared_not_best_segment,398269195381f5400dcf2b8cd91efc7eb45c48f93ea6cd77af2b3f84d7cc4f33
jiufu_bc495978774317_first30,jiufu_bc495978774317,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094240-608.MP4,20240801T094240_608,0.0,30.0,first_30_seconds_predeclared_not_best_segment,e5f7d808ee5f35b7c07819a82528667f246e839f09b2c146f82de755442df13d
jiufu_ce8fcc51bec8d3_first30,jiufu_ce8fcc51bec8d3,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094515-610.MP4,20240801T094515_610,0.0,30.0,first_30_seconds_predeclared_not_best_segment,46e9b0dae04a42093ea6c88d10293c1e5b6f2ec37579761c9e0cb020fa3223ad
jiufu_e3cef2504bbb4a_first30,jiufu_e3cef2504bbb4a,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094721-678.MP4,20240801T094721_678,0.0,30.0,first_30_seconds_predeclared_not_best_segment,8a20cbccf6d43489ee299499848cf827fd030d764ad9c59b9c166261b4a10603
jiufu_5a173259b2d81c_first30,jiufu_5a173259b2d81c,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094919-606.MP4,20240801T094919_606,0.0,30.0,first_30_seconds_predeclared_not_best_segment,9e7da8a522ed54a02b5d2f5df1fb26637d5d12f12a57dc3fca5770e283ca5294
jiufu_d7a117e86dae24_first30,jiufu_d7a117e86dae24,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095015-604.MP4,20240801T095015_604,0.0,30.0,first_30_seconds_predeclared_not_best_segment,12294a798d89b7197bd3810ee357a3165108bf10f078104f9e723464929b4372
jiufu_f339ead1fdb0ac_first30,jiufu_f339ead1fdb0ac,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095308-648.MP4,20240801T095308_648,0.0,30.0,first_30_seconds_predeclared_not_best_segment,a418f3c94d17449d8da21b2f085e3694a60704d46f49d73a7b158ce1f4339a27
jiufu_6d3bdd73c6d58a_first30,jiufu_6d3bdd73c6d58a,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095532-880.MP4,20240801T095532_880,0.0,30.0,first_30_seconds_predeclared_not_best_segment,64cb9c988ca8ef436741ea3d132115eb982b32b741d89d764228fa34647e40c2
jiufu_0095fbf4f8f613_first30,jiufu_0095fbf4f8f613,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095730-639.MP4,20240801T095730_639,0.0,30.0,first_30_seconds_predeclared_not_best_segment,a856658f424206e7aca0994867d46003f6e7510840801f13a2f8b5647da0b60a
jiufu_6f2025aac495fd_first30,jiufu_6f2025aac495fd,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095910-921.MP4,20240801T095910_921,0.0,30.0,first_30_seconds_predeclared_not_best_segment,70ed09b467eaa44754aa3f5c2f9a58a1ba8e0660a3862322fac5451861ae2d04
jiufu_92e9f652faa64a_first30,jiufu_92e9f652faa64a,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100106-1145.MP4,20240801T100106_1145,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b2d14ddb8d74750ed178c9cbe4912dccefde4848422a48c6d6f5dab819ea25d4
jiufu_fe09caa146ddbd_first30,jiufu_fe09caa146ddbd,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100313-648.MP4,20240801T100313_648,0.0,30.0,first_30_seconds_predeclared_not_best_segment,7ad3cce13070db190d439cf02673a588cb5ca99e4d1ba2bd4823ec33b1148da4
jiufu_f6c192eaf6c290_first30,jiufu_f6c192eaf6c290,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100653-854.MP4,20240801T100653_854,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c7eb163bf22917c24617ff070eeeb142017150ce536183ece951d20b07a74436
jiufu_42e874dae20aee_first30,jiufu_42e874dae20aee,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100920-868.MP4,20240801T100920_868,0.0,30.0,first_30_seconds_predeclared_not_best_segment,7a2f4b715c90e049099904303e10bc17cb990b93f27eaf15be112d295636ae55
jiufu_b45e99f5e3803e_first30,jiufu_b45e99f5e3803e,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T101921-1290.MP4,20240801T101921_1290,0.0,30.0,first_30_seconds_predeclared_not_best_segment,8456703c3da0558603ff34f687457a29a2ed6a7edcf9ca86862be5c34174b2bf
jiufu_250cea481e2ccd_first30,jiufu_250cea481e2ccd,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102138-1004.MP4,20240801T102138_1004,0.0,30.0,first_30_seconds_predeclared_not_best_segment,d3677d3481d6d54627e26d3c7cef87e9883c110dfa6f6b1259019e6aa73ab2bd
jiufu_fbbccb98b40ed8_first30,jiufu_fbbccb98b40ed8,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102426-A1022182.MP4,20240801T102426_A1022182,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c9b3d8c7aa32fc95295e0deca360fd49f1ee71b849a0f461f95b8aa962413f05
jiufu_b7367092cbf12f_first30,jiufu_b7367092cbf12f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102603-1039.MP4,20240801T102603_1039,0.0,30.0,first_30_seconds_predeclared_not_best_segment,71b77792b808ea292b6c2ebf1c7ee632506dbd5e581390063bb070b87c60dd47
jiufu_b42fb594523377_first30,jiufu_b42fb594523377,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102838-987.MP4,20240801T102838_987,0.0,30.0,first_30_seconds_predeclared_not_best_segment,5b8678b9650bda903df9f440303d4e4040d88d89c7e1f3ae0fbbf499c98e9384
jiufu_bf9a8ef3c38b6b_first30,jiufu_bf9a8ef3c38b6b,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T103517-861.MP4,20240801T103517_861,0.0,30.0,first_30_seconds_predeclared_not_best_segment,0b1de65d710d6de7098c1541d2a28be44d32706425097e79f4e764ddd5fe5060
jiufu_61a3c1628d9017_first30,jiufu_61a3c1628d9017,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T103842-859.MP4,20240801T103842_859,0.0,30.0,first_30_seconds_predeclared_not_best_segment,0b2adf4c68a3d8cf8725379d3a135523a8b861b3f3961710831662af674a1a4e
jiufu_fbaed9c05fdf1a_first30,jiufu_fbaed9c05fdf1a,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104244-874.MP4,20240801T104244_874,0.0,30.0,first_30_seconds_predeclared_not_best_segment,7f3f52b23f5a6098a8970ba06938851e6eca7fd43a07c188aee5b60e779fe22d
jiufu_09732493a874e4_first30,jiufu_09732493a874e4,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104504-623.MP4,20240801T104504_623,0.0,30.0,first_30_seconds_predeclared_not_best_segment,077bc573058f2c3b45ec0d7e190bbb237b9cf54d17eed06f8b67f179e82d0d34
jiufu_afbc3c7536759a_first30,jiufu_afbc3c7536759a,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104743-353.MP4,20240801T104743_353,0.0,30.0,first_30_seconds_predeclared_not_best_segment,1874824a54c70115f8bd13fc3e4f5bc656ddad96253c493507f0c5870052a07b
jiufu_ce73dd701d1a38_first30,jiufu_ce73dd701d1a38,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105003-A1022145.MP4,20240801T105003_A1022145,0.0,30.0,first_30_seconds_predeclared_not_best_segment,5e9e406e21df1057e5d0542f64e197387d6647ed7bd36559f55e6b515eff4a23
jiufu_c2f523dbca4113_first30,jiufu_c2f523dbca4113,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,20240801T105204_919,0.0,30.0,first_30_seconds_predeclared_not_best_segment,28bf06bd11971d5fcb9681486dac3fd99fb28735861b26846a5e99757d33c4d8
jiufu_19a4aa849045e9_first30,jiufu_19a4aa849045e9,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105433-1185.MP4,20240801T105433_1185,0.0,30.0,first_30_seconds_predeclared_not_best_segment,dc6f63619b2a044bc58dacb1276e7f3aef5d5ef20fc11cb2bb3b48a55c4b6d7d
jiufu_bfba3aa9a87b7c_first30,jiufu_bfba3aa9a87b7c,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105702-A1022181.MP4,20240801T105702_A1022181,0.0,30.0,first_30_seconds_predeclared_not_best_segment,e749bc33852d9ffaa3b5ff29c53d24c1654e5ff02123aa780c788e677d2bedaa
jiufu_6a5717214c3e46_first30,jiufu_6a5717214c3e46,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T085945-600.MP4,20240802T085945_600,0.0,30.0,first_30_seconds_predeclared_not_best_segment,05fe03d58b564be625377153fac5b89c65fbbcdbb58ac5871c69da3938adbf65
jiufu_542013dcb78dc0_first30,jiufu_542013dcb78dc0,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090139-878.MP4,20240802T090139_878,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b897505c640ec41364efd22714bb620895b83008a1f4bf15d47edd79d351b262
jiufu_596ccaaf7a001c_first30,jiufu_596ccaaf7a001c,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090335-632.MP4,20240802T090335_632,0.0,30.0,first_30_seconds_predeclared_not_best_segment,f11e9ebf11d4728ca06b6b31c5b256da0dcde624ea6cc44b3be27366bb2a5520
jiufu_9b4d8a24856a9f_first30,jiufu_9b4d8a24856a9f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090646-1436.MP4,20240802T090646_1436,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b2b77a626cca4215128701034223b1c89590eed88853050081e1eeef2114edd5
jiufu_6e5606d58e82c5_first30,jiufu_6e5606d58e82c5,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090823-1078.MP4,20240802T090823_1078,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b03ba8a73bbdb9128ea5a578b8bf21762a7c863a84f7189a33d03128bfd198c0
jiufu_58dfb2705d8668_first30,jiufu_58dfb2705d8668,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091131-281.MP4,20240802T091131_281,0.0,30.0,first_30_seconds_predeclared_not_best_segment,30965b451c05e3b0268419b51cf66bf4054ebf57364c19a6470aaf59e745351c
jiufu_a7efdc57a481f8_first30,jiufu_a7efdc57a481f8,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091253-697.MP4,20240802T091253_697,0.0,30.0,first_30_seconds_predeclared_not_best_segment,e79edd9f29f2a67aaa3c173813224d23b9f70e2ba32b36a24a72d8ada6393f17
jiufu_a1fad2b6534006_first30,jiufu_a1fad2b6534006,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091448-353.MP4,20240802T091448_353,0.0,30.0,first_30_seconds_predeclared_not_best_segment,02648799ad550c3348632e1266925ef20f8fa5df93247af109d8cc67737f6fc2
jiufu_d16072cd12326f_first30,jiufu_d16072cd12326f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091715-347.MP4,20240802T091715_347,0.0,30.0,first_30_seconds_predeclared_not_best_segment,0f0b3b4277bdfa8e0c1d438b52c130204028bba7b443bd502635118691dd1323
jiufu_1686565c1da471_first30,jiufu_1686565c1da471,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091928-1137.MP4,20240802T091928_1137,0.0,30.0,first_30_seconds_predeclared_not_best_segment,04e7a0383da12e6a4349ed7a85515008bc66b5f7ef450dadf847ed4da35f2739
jiufu_4923eea2509695_first30,jiufu_4923eea2509695,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092151-1308.MP4,20240802T092151_1308,0.0,30.0,first_30_seconds_predeclared_not_best_segment,959efc156a3d85cb4fe3f5dfc60c90ef035bc6000424dd9d5551d58039b2b09a
jiufu_ff4c4ac565e3b0_first30,jiufu_ff4c4ac565e3b0,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092438-1539.MP4,20240802T092438_1539,0.0,30.0,first_30_seconds_predeclared_not_best_segment,dbb9b9b8c17f1974ea214a16c0858c36f1aaf7356331768144a06b723b390812
jiufu_24afbde80aa2d4_first30,jiufu_24afbde80aa2d4,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093003-493.MP4,20240802T093003_493,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c41c0917a157f1e5ea898499d8f5f0ac18a2661f06b0b4f420dc7f6fc2461b1e
jiufu_3f4fbf87cbf023_first30,jiufu_3f4fbf87cbf023,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093253-1285.MP4,20240802T093253_1285,0.0,30.0,first_30_seconds_predeclared_not_best_segment,d03ffbd62993d9f544ff888446074842c62468ac3bb597229029d300a2a5d8e6
jiufu_6434f8ad9b4978_first30,jiufu_6434f8ad9b4978,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093445-659.MP4,20240802T093445_659,0.0,30.0,first_30_seconds_predeclared_not_best_segment,5ce8cd85e7ad6c16dcf98cae7f3ed2a26257b04bc8a0c4358b33552e40e6eecd
jiufu_0f495ca37676e0_first30,jiufu_0f495ca37676e0,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T094056-353.MP4,20240802T094056_353,0.0,30.0,first_30_seconds_predeclared_not_best_segment,3ba6e4e5defde6bcf60ba71ea578049c985034cc436546c93f503eb90b67c021
jiufu_87e482c45f5ec2_first30,jiufu_87e482c45f5ec2,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T094348-A1022209.MP4,20240802T094348_A1022209,0.0,30.0,first_30_seconds_predeclared_not_best_segment,892841afd941f83a4303608c44c30cffe0dd9c42351dd8d16f1693c9fb8ab3b3
jiufu_135fcf30e11031_first30,jiufu_135fcf30e11031,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T090924-A1022245.MP4,20240803T090924_A1022245,0.0,30.0,first_30_seconds_predeclared_not_best_segment,7d7ebfb491825ee5e3ae7ed297e967c08b8d0a44559b46b84c0a416b46b36533
jiufu_21792037472910_first30,jiufu_21792037472910,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091738-493.MP4,20240803T091738_493,0.0,30.0,first_30_seconds_predeclared_not_best_segment,f7d8f7537fbd8c9062c95825d74e7b644f3b8d8231b37ab00a39126f978a55f7
jiufu_fdc3b301cd9ef1_first30,jiufu_fdc3b301cd9ef1,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091934-653.MP4,20240803T091934_653,0.0,30.0,first_30_seconds_predeclared_not_best_segment,c3970fe1bfb62b969b5edeacba4d15ae533a88265ac906f8613d21850d7d5883
jiufu_86e7274f6556e4_first30,jiufu_86e7274f6556e4,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092044-A1021152.MP4,20240803T092044_A1021152,0.0,30.0,first_30_seconds_predeclared_not_best_segment,f425e900c4f995a359ddfe809259ed4c50929436014a49da8ce204408e57b98f
jiufu_b1efccc0572872_first30,jiufu_b1efccc0572872,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092348-A1021145.MP4,20240803T092348_A1021145,0.0,30.0,first_30_seconds_predeclared_not_best_segment,d06ca15d5f371423aa097de4bb0339f07866e7373a95557943f6866ecb10aaa4
jiufu_cbf053d260a726_first30,jiufu_cbf053d260a726,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092519-218.MP4,20240803T092519_218,0.0,30.0,first_30_seconds_predeclared_not_best_segment,29c7a4c3209bfc4a56d6df420424ec03a9159e8c04784c73f0b0a69c11b86823
jiufu_b7a3631a4e36ce_first30,jiufu_b7a3631a4e36ce,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092702-588.MP4,20240803T092702_588,0.0,30.0,first_30_seconds_predeclared_not_best_segment,a789875cb1b99190857e68b78734705f78f55cc6a69e2416d73b0a1a5c2ff722
jiufu_4cadeee3a7496f_first30,jiufu_4cadeee3a7496f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092818-697.MP4,20240803T092818_697,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b656ed04edc054ceb692d19a2d38fc0082027d6d5e5de230159e4eb40899fb83
jiufu_0bede2d3d6e2ef_first30,jiufu_0bede2d3d6e2ef,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092932-1233.MP4,20240803T092932_1233,0.0,30.0,first_30_seconds_predeclared_not_best_segment,e3078c6587c84e6dd542997d846ae58c2d89fed7b59f796a60a92322149050f4
jiufu_771e73351d8f0d_first30,jiufu_771e73351d8f0d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093253-1316.MP4,20240803T093253_1316,0.0,30.0,first_30_seconds_predeclared_not_best_segment,b55a23d56a4d00e6c37d85e3bc6fc7fda1f5cc43dbcd77a634a010893bc74a33
jiufu_ed4591eaed0b3f_first30,jiufu_ed4591eaed0b3f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093609-1496.MP4,20240803T093609_1496,0.0,30.0,first_30_seconds_predeclared_not_best_segment,f53ddd40d2bc3d5823f815866268029559ae5643fb367f2733e06916bfe2c1c8
jiufu_39c814598b6c9a_first30,jiufu_39c814598b6c9a,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093744-1589.MP4,20240803T093744_1589,0.0,30.0,first_30_seconds_predeclared_not_best_segment,1ee308202dbdc4232499807789d34d4e4d31e93515ecc951888ff34a8cabc15f
jiufu_c79b86b8813e90_first30,jiufu_c79b86b8813e90,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093943-1358.MP4,20240803T093943_1358,0.0,30.0,first_30_seconds_predeclared_not_best_segment,8ec6b59479ea3e2a0065e68bdccb3937f3345b7e09d8706831e5f9929982acfa
jiufu_bc67a7e651f9ae_first30,jiufu_bc67a7e651f9ae,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094125-A1021134.MP4,20240803T094125_A1021134,0.0,30.0,first_30_seconds_predeclared_not_best_segment,f30d6e0baa79cb104457c7cc7c0c257682879736968b27d17f420211fdd9abb7
