file_id,source_path,date_from_name,cow_token_unverified,session_token,include_in_test,yolo_training_exposure,yolo_exposure_evidence,rr_tuning_exposure,rr_result_viewing_exposure,cow_identity_verified,verified_cow_id,modality_verified,duplicate_identity_reviewed,reviewer,review_date,notes,exposure_evidence
jiufu_fffa829b4cfc5f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091121-878.MP4,20240731,878,20240731T091121_878,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_39742bec07007b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091233-1146.MP4,20240731,1146,20240731T091233_1146,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_a7f96cc7661e4a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091500-1371.MP4,20240731,1371,20240731T091500_1371,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_cae153a2ef6cb6,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091834-1630.MP4,20240731,1630,20240731T091834_1630,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_f5a7ada186a785,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092133-281.MP4,20240731,281,20240731T092133_281,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_8f2aab0fc1ae4b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092359-347.MP4,20240731,347,20240731T092359_347,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_b230c11bab398b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T093138-1078.MP4,20240731,1078,20240731T093138_1078,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_05aaedc28c6708,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T093355-161.MP4,20240731,161,20240731T093355_161,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_0d1522aef374ec,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085035-A1022205.MP4,20240801,A1022205,20240801T085035_A1022205,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_d34b02325b217f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085306-1831.MP4,20240801,1831,20240801T085306_1831,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_2cdb051142d5ab,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085946-670.MP4,20240801,670,20240801T085946_670,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_d4707a9c23271d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T091831-670.MP4,20240801,670,20240801T091831_670,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_61a48001d2c6ac,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T091954-A1022186.MP4,20240801,A1022186,20240801T091954_A1022186,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_2f0c90ece853b4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092219-710.MP4,20240801,710,20240801T092219_710,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_57c74728570ec9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092442-A1022211.MP4,20240801,A1022211,20240801T092442_A1022211,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_2fc7ddf8f284e4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T092718-627.MP4,20240801,627,20240801T092718_627,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_a04e9f770a2bb9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093041-606.MP4,20240801,606,20240801T093041_606,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_333df78fe49441,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093303-878.MP4,20240801,878,20240801T093303_878,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_4263d1ee2b7d38,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093518-A1022211.MP4,20240801,A1022211,20240801T093518_A1022211,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_7cb985938d0a6a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093643-659.MP4,20240801,659,20240801T093643_659,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_7c448f9ef64639,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T093925-A1021135.MP4,20240801,A1021135,20240801T093925_A1021135,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_bc495978774317,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094240-608.MP4,20240801,608,20240801T094240_608,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_ce8fcc51bec8d3,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094515-610.MP4,20240801,610,20240801T094515_610,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_e3cef2504bbb4a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094721-678.MP4,20240801,678,20240801T094721_678,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_5a173259b2d81c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T094919-606.MP4,20240801,606,20240801T094919_606,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_d7a117e86dae24,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095015-604.MP4,20240801,604,20240801T095015_604,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_f339ead1fdb0ac,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095308-648.MP4,20240801,648,20240801T095308_648,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_6d3bdd73c6d58a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095532-880.MP4,20240801,880,20240801T095532_880,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_0095fbf4f8f613,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095730-639.MP4,20240801,639,20240801T095730_639,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_6f2025aac495fd,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T095910-921.MP4,20240801,921,20240801T095910_921,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_92e9f652faa64a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100106-1145.MP4,20240801,1145,20240801T100106_1145,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_fe09caa146ddbd,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100313-648.MP4,20240801,648,20240801T100313_648,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_f6c192eaf6c290,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100653-854.MP4,20240801,854,20240801T100653_854,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_42e874dae20aee,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T100920-868.MP4,20240801,868,20240801T100920_868,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_b45e99f5e3803e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T101921-1290.MP4,20240801,1290,20240801T101921_1290,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_250cea481e2ccd,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102138-1004.MP4,20240801,1004,20240801T102138_1004,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_fbbccb98b40ed8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102426-A1022182.MP4,20240801,A1022182,20240801T102426_A1022182,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_b7367092cbf12f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102603-1039.MP4,20240801,1039,20240801T102603_1039,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_b42fb594523377,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T102838-987.MP4,20240801,987,20240801T102838_987,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_bf9a8ef3c38b6b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T103517-861.MP4,20240801,861,20240801T103517_861,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_61a3c1628d9017,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T103842-859.MP4,20240801,859,20240801T103842_859,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_fbaed9c05fdf1a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104244-874.MP4,20240801,874,20240801T104244_874,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_09732493a874e4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104504-623.MP4,20240801,623,20240801T104504_623,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_afbc3c7536759a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T104743-353.MP4,20240801,353,20240801T104743_353,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_ce73dd701d1a38,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105003-A1022145.MP4,20240801,A1022145,20240801T105003_A1022145,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_c2f523dbca4113,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105204-919.MP4,20240801,919,20240801T105204_919,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_19a4aa849045e9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105433-1185.MP4,20240801,1185,20240801T105433_1185,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_bfba3aa9a87b7c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T105702-A1022181.MP4,20240801,A1022181,20240801T105702_A1022181,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_6a5717214c3e46,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T085945-600.MP4,20240802,600,20240802T085945_600,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_542013dcb78dc0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090139-878.MP4,20240802,878,20240802T090139_878,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_596ccaaf7a001c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090335-632.MP4,20240802,632,20240802T090335_632,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_9b4d8a24856a9f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090646-1436.MP4,20240802,1436,20240802T090646_1436,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_6e5606d58e82c5,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T090823-1078.MP4,20240802,1078,20240802T090823_1078,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_58dfb2705d8668,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091131-281.MP4,20240802,281,20240802T091131_281,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_a7efdc57a481f8,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091253-697.MP4,20240802,697,20240802T091253_697,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_a1fad2b6534006,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091448-353.MP4,20240802,353,20240802T091448_353,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_d16072cd12326f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091715-347.MP4,20240802,347,20240802T091715_347,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_1686565c1da471,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T091928-1137.MP4,20240802,1137,20240802T091928_1137,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_4923eea2509695,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092151-1308.MP4,20240802,1308,20240802T092151_1308,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_ff4c4ac565e3b0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T092438-1539.MP4,20240802,1539,20240802T092438_1539,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_24afbde80aa2d4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093003-493.MP4,20240802,493,20240802T093003_493,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_3f4fbf87cbf023,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093253-1285.MP4,20240802,1285,20240802T093253_1285,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_6434f8ad9b4978,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T093445-659.MP4,20240802,659,20240802T093445_659,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_0f495ca37676e0,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T094056-353.MP4,20240802,353,20240802T094056_353,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_87e482c45f5ec2,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0802\20240802T094348-A1022209.MP4,20240802,A1022209,20240802T094348_A1022209,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_135fcf30e11031,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T090924-A1022245.MP4,20240803,A1022245,20240803T090924_A1022245,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_21792037472910,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091738-493.MP4,20240803,493,20240803T091738_493,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_fdc3b301cd9ef1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T091934-653.MP4,20240803,653,20240803T091934_653,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_86e7274f6556e4,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092044-A1021152.MP4,20240803,A1021152,20240803T092044_A1021152,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_b1efccc0572872,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092348-A1021145.MP4,20240803,A1021145,20240803T092348_A1021145,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_cbf053d260a726,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092519-218.MP4,20240803,218,20240803T092519_218,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_b7a3631a4e36ce,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092702-588.MP4,20240803,588,20240803T092702_588,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_4cadeee3a7496f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092818-697.MP4,20240803,697,20240803T092818_697,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_0bede2d3d6e2ef,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092932-1233.MP4,20240803,1233,20240803T092932_1233,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_771e73351d8f0d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093253-1316.MP4,20240803,1316,20240803T093253_1316,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_ed4591eaed0b3f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093609-1496.MP4,20240803,1496,20240803T093609_1496,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_39c814598b6c9a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093744-1589.MP4,20240803,1589,20240803T093744_1589,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_c79b86b8813e90,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093943-1358.MP4,20240803,1358,20240803T093943_1358,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_bc67a7e651f9ae,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094125-A1021134.MP4,20240803,A1021134,20240803T094125_A1021134,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_d0a278abbce35d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094255-372.MP4,20240803,372,20240803T094255_372,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_72f9214b6e39c9,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094432-950.MP4,20240803,950,20240803T094432_950,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_24b7bfc0889845,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094604-707.MP4,20240803,707,20240803T094604_707,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
jiufu_44a8b44ef7ff55,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095323-1268.MP4,20240803,1268,20240803T095323_1268,,no,user_confirmed_20260909,no,no,,,,,,,Exposure confirmed by user; cow identity/modality/duplicate relationship still separate review,user_explicit_reply_20260909_all_no_for_these_271_candidates
