window_id,file_id,farm,source_path,source_session,cow_token,start_seconds,duration_seconds,sampling_rule,role,reference_status,timestamp_validation
jiufu_4cadeee3a7496f_first30,jiufu_4cadeee3a7496f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092818-697.MP4,20240803T092818_697,697,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_0bede2d3d6e2ef_first30,jiufu_0bede2d3d6e2ef,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T092932-1233.MP4,20240803T092932_1233,1233,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_771e73351d8f0d_first30,jiufu_771e73351d8f0d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093253-1316.MP4,20240803T093253_1316,1316,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_ed4591eaed0b3f_first30,jiufu_ed4591eaed0b3f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093609-1496.MP4,20240803T093609_1496,1496,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_39c814598b6c9a_first30,jiufu_39c814598b6c9a,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093744-1589.MP4,20240803T093744_1589,1589,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_c79b86b8813e90_first30,jiufu_c79b86b8813e90,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T093943-1358.MP4,20240803T093943_1358,1358,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_bc67a7e651f9ae_first30,jiufu_bc67a7e651f9ae,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094125-A1021134.MP4,20240803T094125_A1021134,A1021134,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_d0a278abbce35d_first30,jiufu_d0a278abbce35d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094255-372.MP4,20240803T094255_372,372,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_72f9214b6e39c9_first30,jiufu_72f9214b6e39c9,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094432-950.MP4,20240803T094432_950,950,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_24b7bfc0889845_first30,jiufu_24b7bfc0889845,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T094604-707.MP4,20240803T094604_707,707,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_44a8b44ef7ff55_first30,jiufu_44a8b44ef7ff55,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095323-1268.MP4,20240803T095323_1268,1268,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_46aefc048b6969_first30,jiufu_46aefc048b6969,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095513-989.MP4,20240803T095513_989,989,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_f19803e664a7cb_first30,jiufu_f19803e664a7cb,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T095912-A1022198.MP4,20240803T095912_A1022198,A1022198,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_ca838441c991bb_first30,jiufu_ca838441c991bb,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100248-1634.MP4,20240803T100248_1634,1634,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_fc574ca4aa0e22_first30,jiufu_fc574ca4aa0e22,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100437-639.MP4,20240803T100437_639,639,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_366cb8600d5450_first30,jiufu_366cb8600d5450,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T100819-1469.MP4,20240803T100819_1469,1469,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_a72be27aa4d574_first30,jiufu_a72be27aa4d574,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101007-546.MP4,20240803T101007_546,546,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_3c840580af889d_first30,jiufu_3c840580af889d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101133-882.MP4,20240803T101133_882,882,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_cc8f24e9070eb6_first30,jiufu_cc8f24e9070eb6,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0803\20240803T101522-677.MP4,20240803T101522_677,677,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_658fffa214f378_first30,jiufu_658fffa214f378,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T085308-606.MP4,20240804T085308_606,606,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_9fc4ab4ff20989_first30,jiufu_9fc4ab4ff20989,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T085751-913.MP4,20240804T085751_913,913,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_080c7e20b51912_first30,jiufu_080c7e20b51912,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T090336-716.MP4,20240804T090336_716,716,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_4a28bba3529d28_first30,jiufu_4a28bba3529d28,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T090706-674.MP4,20240804T090706_674,674,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_a005ae733f6503_first30,jiufu_a005ae733f6503,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T090918-664.MP4,20240804T090918_664,664,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_8f5bef5fd5a268_first30,jiufu_8f5bef5fd5a268,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T091409-608.MP4,20240804T091409_608,608,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_1f9c8c3925bc30_first30,jiufu_1f9c8c3925bc30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T091622-A1022186.MP4,20240804T091622_A1022186,A1022186,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_14d4ade8b6206e_first30,jiufu_14d4ade8b6206e,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092029-619.MP4,20240804T092029_619,619,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_b7b6bd430c8fe7_first30,jiufu_b7b6bd430c8fe7,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092241-719.MP4,20240804T092241_719,719,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_2b9099fd06d9e1_first30,jiufu_2b9099fd06d9e1,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092512-678.MP4,20240804T092512_678,678,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_370ef65c280bd7_first30,jiufu_370ef65c280bd7,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T092832-A1022249.MP4,20240804T092832_A1022249,A1022249,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_638ea7f2298781_first30,jiufu_638ea7f2298781,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T093751-1425.MP4,20240804T093751_1425,1425,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_931fb29cee6b4b_first30,jiufu_931fb29cee6b4b,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T093919-880.MP4,20240804T093919_880,880,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_b01f0755dc6a1f_first30,jiufu_b01f0755dc6a1f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0804\20240804T095921-639.MP4,20240804T095921_639,639,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_f242385ce55e15_first30,jiufu_f242385ce55e15,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T085705-1436.MP4,20240805T085705_1436,1436,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_f920435ef76ec4_first30,jiufu_f920435ef76ec4,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T085918-1428.MP4,20240805T085918_1428,1428,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_d37cd7a2cec816_first30,jiufu_d37cd7a2cec816,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090249-668.MP4,20240805T090249_668,668,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_7f52d294468aa5_first30,jiufu_7f52d294468aa5,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090618-1398.MP4,20240805T090618_1398,1398,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_fdd90da34c7a97_first30,jiufu_fdd90da34c7a97,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T090842-611.MP4,20240805T090842_611,611,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_11acdc6d1c6ccc_first30,jiufu_11acdc6d1c6ccc,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091106-987.MP4,20240805T091106_987,987,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_cc60214ff2d564_first30,jiufu_cc60214ff2d564,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091342-1308.MP4,20240805T091342_1308,1308,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_f23fd2fe9eb848_first30,jiufu_f23fd2fe9eb848,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091607-1618.MP4,20240805T091607_1618,1618,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_766cc912612d8c_first30,jiufu_766cc912612d8c,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T091746-1066.MP4,20240805T091746_1066,1066,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_19e995b0eca6a3_first30,jiufu_19e995b0eca6a3,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T092111-1048.MP4,20240805T092111_1048,1048,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_126bdac0bd036b_first30,jiufu_126bdac0bd036b,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T092258-1630.MP4,20240805T092258_1630,1630,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_c6e5a206ad0c30_first30,jiufu_c6e5a206ad0c30,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T092514-A1021178.MP4,20240805T092514_A1021178,A1021178,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_0f7af9c769fda5_first30,jiufu_0f7af9c769fda5,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T093404-508.MP4,20240805T093404_508,508,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_42402108cd09a9_first30,jiufu_42402108cd09a9,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T093703-A1021154.MP4,20240805T093703_A1021154,A1021154,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_a97a8ff157139f_first30,jiufu_a97a8ff157139f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T093942-1631.MP4,20240805T093942_1631,1631,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_a45d837f891e44_first30,jiufu_a45d837f891e44,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094241-605.MP4,20240805T094241_605,605,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_3a993354ebd1c7_first30,jiufu_3a993354ebd1c7,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094536-1634.MP4,20240805T094536_1634,1634,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_2320c69c168a7a_first30,jiufu_2320c69c168a7a,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094737-677.MP4,20240805T094737_677,677,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_13f838ff73e069_first30,jiufu_13f838ff73e069,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0805\20240805T094901-683.MP4,20240805T094901_683,683,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_34e5b460466c18_first30,jiufu_34e5b460466c18,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092243-664.MP4,20240806T092243_664,664,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_7388b7efc8afb3_first30,jiufu_7388b7efc8afb3,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092522-608.MP4,20240806T092522_608,608,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_cbc238aa9bbc71_first30,jiufu_cbc238aa9bbc71,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T092739-A1022249.MP4,20240806T092739_A1022249,A1022249,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_2fdd36fbe9a8ce_first30,jiufu_2fdd36fbe9a8ce,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093117-A1022253.MP4,20240806T093117_A1022253,A1022253,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_ef58cd171d4783_first30,jiufu_ef58cd171d4783,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093312-691.MP4,20240806T093312_691,691,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_96dfaf729ad3d4_first30,jiufu_96dfaf729ad3d4,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T093647-A1022251.MP4,20240806T093647_A1022251,A1022251,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_dfa58f3a711e47_first30,jiufu_dfa58f3a711e47,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T094722-638.MP4,20240806T094722_638,638,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_a1ceaa6025ff79_first30,jiufu_a1ceaa6025ff79,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095344-1604.MP4,20240806T095344_1604,1604,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_376f61387ab710_first30,jiufu_376f61387ab710,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095550-1631.MP4,20240806T095550_1631,1631,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_f6508f398bcf0f_first30,jiufu_f6508f398bcf0f,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T095740-373.MP4,20240806T095740_373,373,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_9a1c40cbb80bb1_first30,jiufu_9a1c40cbb80bb1,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T100037-588.MP4,20240806T100037_588,588,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_161f93bfffbe11_first30,jiufu_161f93bfffbe11,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T101019-1437.MP4,20240806T101019_1437,1437,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_014c9b6a274fed_first30,jiufu_014c9b6a274fed,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0806\20240806T101202-372.MP4,20240806T101202_372,372,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_028724ccc9868d_first30,jiufu_028724ccc9868d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T091951-1010.MP4,20240807T091951_1010,1010,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_0c053f837a8b23_first30,jiufu_0c053f837a8b23,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T093200-1136.MP4,20240807T093200_1136,1136,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_8f6eabd7f2cb6e_first30,jiufu_8f6eabd7f2cb6e,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T095732-868.MP4,20240807T095732_868,868,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_21b4c4c26061d0_first30,jiufu_21b4c4c26061d0,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T100445-1646.MP4,20240807T100445_1646,1646,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_37333d1afc0ec2_first30,jiufu_37333d1afc0ec2,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0807\20240807T100844-1518.MP4,20240807T100844_1518,1518,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_1ededf79f4d325_first30,jiufu_1ededf79f4d325,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T085842-1129.MP4,20240808T085842_1129,1129,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_b273cec8024eb2_first30,jiufu_b273cec8024eb2,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T090641-878.MP4,20240808T090641_878,878,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_d1a9a7ab944633_first30,jiufu_d1a9a7ab944633,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T090921-961.MP4,20240808T090921_961,961,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_908496549f5b42_first30,jiufu_908496549f5b42,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091118-A1022182.MP4,20240808T091118_A1022182,A1022182,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_d3820405b5afe2_first30,jiufu_d3820405b5afe2,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091352-887.MP4,20240808T091352_887,887,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_04fd6f8dc56a73_first30,jiufu_04fd6f8dc56a73,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T091631-165.MP4,20240808T091631_165,165,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_440a29cebcae1c_first30,jiufu_440a29cebcae1c,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T092827-1487.MP4,20240808T092827_1487,1487,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_8538e6e6160d83_first30,jiufu_8538e6e6160d83,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093122-810.MP4,20240808T093122_810,810,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_e2821e37ff899d_first30,jiufu_e2821e37ff899d,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093557-281.MP4,20240808T093557_281,281,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_b80d393ca25ef8_first30,jiufu_b80d393ca25ef8,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T093904-1165.MP4,20240808T093904_1165,1165,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_adb9b6776eb349_first30,jiufu_adb9b6776eb349,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0808\20240808T094238-869.MP4,20240808T094238_869,869,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_8fea3748e16a76_first30,jiufu_8fea3748e16a76,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085241-1048.MP4,20240809T085241_1048,1048,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_d837d576df8e43_first30,jiufu_d837d576df8e43,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085513-1539.MP4,20240809T085513_1539,1539,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_281bc808f4d3ff_first30,jiufu_281bc808f4d3ff,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T085749-A1022182.MP4,20240809T085749_A1022182,A1022182,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_bb78a10aeab6d5_first30,jiufu_bb78a10aeab6d5,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090150-1414.MP4,20240809T090150_1414,1414,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_4206de92a27bce_first30,jiufu_4206de92a27bce,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090347-1539.MP4,20240809T090347_1539,1539,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_6a5dbf528731c7_first30,jiufu_6a5dbf528731c7,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T090911-649.MP4,20240809T090911_649,649,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_ed27d896cd2a66_first30,jiufu_ed27d896cd2a66,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T092018-608.MP4,20240809T092018_608,608,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_004d48d055c457_first30,jiufu_004d48d055c457,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T092534-710.MP4,20240809T092534_710,710,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
jiufu_43743cb152c168_first30,jiufu_43743cb152c168,jiufu,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0809\20240809T093503-1022249.MP4,20240809T093503_1022249,1022249,0,30,first_30_seconds_before_viewing_outcomes,candidate_not_test,pending,metadata_only_not_PTS_audited
