file_id,source_path,date_from_name,cow_token_unverified,session_token,include_in_test,yolo_training_exposure,yolo_exposure_evidence,rr_tuning_exposure,rr_result_viewing_exposure,cow_identity_verified,verified_cow_id,modality_verified,duplicate_identity_reviewed,reviewer,review_date,notes,exposure_evidence,modality_verification_basis
jiufu_336c6a37c1e8bf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\20240729T084330-1479.MP4,20240729,1479,20240729T084330_1479,yes,no,user_confirmed_20260909,no,no,yes,1479,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_0ef3b83bc00130,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081221-1428.MP4,20240729,1428,20240729T081221_1428,yes,no,user_confirmed_20260909,no,no,yes,1428,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_6d14fba7168351,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081505A1021142.MP4,20240729,A1021142,20240729T081505_A1021142,yes,no,user_confirmed_20260909,no,no,yes,A1021142,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_c5ff3e35124405,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081638-1408.MP4,20240729,1408,20240729T081638_1408,yes,no,user_confirmed_20260909,no,no,yes,1408,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_a6ed80c55f7be6,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T081830-1436.MP4,20240729,1436,20240729T081830_1436,yes,no,user_confirmed_20260909,no,no,yes,1436,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_6fa0bbd661c8bb,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T082631-1423.MP4,20240729,1423,20240729T082631_1423,yes,no,user_confirmed_20260909,no,no,yes,1423,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_58da0349ace78c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T082946-1601.MP4,20240729,1601,20240729T082946_1601,yes,no,user_confirmed_20260909,no,no,yes,1601,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_9eb853207f9233,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T083424-640.MP4,20240729,640,20240729T083424_640,yes,no,user_confirmed_20260909,no,no,yes,640,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_8c114c09325c47,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T083719-1574.MP4,20240729,1574,20240729T083719_1574,yes,no,user_confirmed_20260909,no,no,yes,1574,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_494e84a71f0d53,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T083924-1268.MP4,20240729,1268,20240729T083924_1268,yes,no,user_confirmed_20260909,no,no,yes,1268,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_ce59136a4ecc21,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0729\IRT\温度区间设置为18-36\20240729T084037-1479.MP4,20240729,1479,20240729T084037_1479,yes,no,user_confirmed_20260909,no,no,yes,1479,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_8953d49083882b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T084011-1150.MP4,20240730,1150,20240730T084011_1150,yes,no,user_confirmed_20260909,no,no,yes,1150,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_5eaab17afa3dcc,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T084144-1644.MP4,20240730,1644,20240730T084144_1644,yes,no,user_confirmed_20260909,no,no,yes,1644,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_577eb87b4ec0fa,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T090832-1442.MP4,20240730,1442,20240730T090832_1442,yes,no,user_confirmed_20260909,no,no,yes,1442,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_ac7d209f2a6aec,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T091037-214.MP4,20240730,214,20240730T091037_214,yes,no,user_confirmed_20260909,no,no,yes,214,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_f0f7415c6e495e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105437-1308.MP4,20240730,1308,20240730T105437_1308,yes,no,user_confirmed_20260909,no,no,yes,1308,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_45e262858c1edf,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105821-1146.MP4,20240730,1146,20240730T105821_1146,yes,no,user_confirmed_20260909,no,no,yes,1146,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_59f7f9462f2c30,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T105955-165.MP4,20240730,165,20240730T105955_165,yes,no,user_confirmed_20260909,no,no,yes,165,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_1f327de387886e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T110201-1371.MP4,20240730,1371,20240730T110201_1371,yes,no,user_confirmed_20260909,no,no,yes,1371,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_6454a9e613172b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T110405-A1022182.MP4,20240730,A1022182,20240730T110405_A1022182,yes,no,user_confirmed_20260909,no,no,yes,A1022182,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_6328167f32f25e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T114908-1371.MP4,20240730,1371,20240730T114908_1371,yes,no,user_confirmed_20260909,no,no,yes,1371,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_80fa8dbe195b66,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T115158-353.MP4,20240730,353,20240730T115158_353,yes,no,user_confirmed_20260909,no,no,yes,353,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_012d9efb7d8d4c,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T115451-1213.MP4,20240730,1213,20240730T115451_1213,yes,no,user_confirmed_20260909,no,no,yes,1213,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_ce6835d13f136d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T115945-1414.MP4,20240730,1414,20240730T115945_1414,yes,no,user_confirmed_20260909,no,no,yes,1414,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_5623dc263f1364,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T120407-872.MP4,20240730,872,20240730T120407_872,yes,no,user_confirmed_20260909,no,no,yes,872,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_8254fd394c755d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T120953-1180.MP4,20240730,1180,20240730T120953_1180,yes,no,user_confirmed_20260909,no,no,yes,1180,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_33ff2c90bde0a7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T121220-872.MP4,20240730,872,20240730T121220_872,yes,no,user_confirmed_20260909,no,no,yes,872,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_c37db5cf8c7d4e,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T121453-1165.MP4,20240730,1165,20240730T121453_1165,yes,no,user_confirmed_20260909,no,no,yes,1165,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_3f44e994a4ccb7,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0730\20240730T122439-1145.MP4,20240730,1145,20240730T122439_1145,yes,no,user_confirmed_20260909,no,no,yes,1145,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_58a951a34f7249,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085430-A1022182.MP4,20240731,A1022182,20240731T085430_A1022182,yes,no,user_confirmed_20260909,no,no,yes,A1022182,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_8ac17622997976,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085718-1408.MP4,20240731,1408,20240731T085718_1408,yes,no,user_confirmed_20260909,no,no,yes,1408,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_ee2427b1f91c14,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T085932-1428.MP4,20240731,1428,20240731T085932_1428,yes,no,user_confirmed_20260909,no,no,yes,1428,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_d40d50640e24a1,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090206-165.MP4,20240731,165,20240731T090206_165,yes,no,user_confirmed_20260909,no,no,yes,165,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_e20abde4e3a043,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090617-1422.MP4,20240731,1422,20240731T090617_1422,yes,no,user_confirmed_20260909,no,no,yes,1422,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_6c914b8beaa069,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T090931-1308.MP4,20240731,1308,20240731T090931_1308,yes,no,user_confirmed_20260909,no,no,yes,1308,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_fffa829b4cfc5f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091121-878.MP4,20240731,878,20240731T091121_878,yes,no,user_confirmed_20260909,no,no,yes,878,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_39742bec07007b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091233-1146.MP4,20240731,1146,20240731T091233_1146,yes,no,user_confirmed_20260909,no,no,yes,1146,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_a7f96cc7661e4a,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091500-1371.MP4,20240731,1371,20240731T091500_1371,yes,no,user_confirmed_20260909,no,no,yes,1371,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_cae153a2ef6cb6,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T091834-1630.MP4,20240731,1630,20240731T091834_1630,yes,no,user_confirmed_20260909,no,no,yes,1630,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_f5a7ada186a785,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092133-281.MP4,20240731,281,20240731T092133_281,yes,no,user_confirmed_20260909,no,no,yes,281,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_8f2aab0fc1ae4b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T092359-347.MP4,20240731,347,20240731T092359_347,yes,no,user_confirmed_20260909,no,no,yes,347,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_b230c11bab398b,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T093138-1078.MP4,20240731,1078,20240731T093138_1078,yes,no,user_confirmed_20260909,no,no,yes,1078,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_05aaedc28c6708,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0731\20240731T093355-161.MP4,20240731,161,20240731T093355_161,yes,no,user_confirmed_20260909,no,no,yes,161,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_0d1522aef374ec,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085035-A1022205.MP4,20240801,A1022205,20240801T085035_A1022205,yes,no,user_confirmed_20260909,no,no,yes,A1022205,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_d34b02325b217f,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085306-1831.MP4,20240801,1831,20240801T085306_1831,yes,no,user_confirmed_20260909,no,no,yes,1831,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_2cdb051142d5ab,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T085946-670.MP4,20240801,670,20240801T085946_670,yes,no,user_confirmed_20260909,no,no,yes,670,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_d4707a9c23271d,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T091831-670.MP4,20240801,670,20240801T091831_670,yes,no,user_confirmed_20260909,no,no,yes,670,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
jiufu_61a48001d2c6ac,E:\real\use_code\久福牧场面部热红外数据及牛脸RGB录像数据_344\0801\20240801T091954-A1022186.MP4,20240801,A1022186,20240801T091954_A1022186,yes,no,user_confirmed_20260909,no,no,yes,A1022186,thermal,yes,user_naming_and_exposure_confirmation_plus_automated_manifest_audit,2026-09-09,Cow labels confirmed by user; thermal filename/geometry stratum; full-file hashes unique; known development cow/session exclusion; no framewise identity or semantic-near-duplicate guarantee,user_explicit_reply_20260909_all_no_for_these_271_candidates,provided_thermal_dataset_filename_pattern_and_1080x1440_metadata_not_visual_review
